normed_text,original_and_fake
Trường CĐ Giao thông Vận tải khu vực 1,Trường CĐ Giao thông Vận tải khu vực 1
Trường CĐ Giao thông Vận tải khu vực 1,truong cd giao thong van tai khu vuc 1
Trường CĐ Giao thông Vận tải khu vực 1,truong cd gtvt khu vuc 1
Trường THPT Tiên Hưng,Trường THPT Tiên Hưng
Trường THPT Tiên Hưng,truong thpt tien hung
Trường THPT Tiên Hưng,truong pho thong tien hung
Trường THPT Tiên Hưng,cap 3 tien hung
Trường THPT Tiên Hưng,truong pt tien hung
Trường THPT Tiên Hưng,thpt tien hung
Trường THPT Tiên Hưng,truong trung hoc pho thong tien hung
Trường THPT Tiên Hưng,truong pho thong trung hoc tien hung
Trường THPT Tiên Hưng,pho thong trung hoc tien hung
Trường THPT Tiên Hưng,truong cap 3 tien hung
Trường THPT Tiên Hưng,truong tthpt tien hung
Trường THPT Tiên Hưng,trung hoc pho thong tien hung
Trường THPT Tiên Hưng,truong truong trung hoc pho thong tien hung
Trường THPT Tiên Hưng,truong ptth tien hung
Trường THPT Tiên Hưng,pho thong tien hung
Trường THPT Tiên Hưng,pt tien hung
Trường THPT Tiên Hưng,truong truong pho thong trung hoc tien hung
Trường THPT Tiên Hưng,ptth tien hung
Trường THPT Trực Ninh B,Trường THPT Trực Ninh B
Trường THPT Trực Ninh B,truong thpt truc ninh b
Trường THPT Trực Ninh B,truong trung hoc pho thong truc ninh b
Trường THPT Trực Ninh B,truong pho thong truc ninh b
Trường THPT Trực Ninh B,cap 3 truc ninh b
Trường THPT Trực Ninh B,truong ptth truc ninh b
Trường THPT Trực Ninh B,pho thong trung hoc truc ninh b
Trường THPT Trực Ninh B,truong tthpt truc ninh b
Trường THPT Trực Ninh B,truong cap 3 truc ninh b
Trường THPT Trực Ninh B,truong pt truc ninh b
Trường THPT Trực Ninh B,truong truong trung hoc pho thong truc ninh b
Trường THPT Trực Ninh B,ptth truc ninh b
Trường THPT Trực Ninh B,truong truong pho thong trung hoc truc ninh b
Trường THPT Trực Ninh B,thpt truc ninh b
Trường THPT Trực Ninh B,pt truc ninh b
Trường THPT Trực Ninh B,trung hoc pho thong truc ninh b
Trường THPT Trực Ninh B,pho thong truc ninh b
Trường THPT Trực Ninh B,truong pho thong trung hoc truc ninh b
Trường Trung cấp Kinh tế - Kỹ thuật An Giang,Trường Trung cấp Kinh tế - Kỹ thuật An Giang
Trường Trung cấp Kinh tế - Kỹ thuật An Giang,truong trung cap kinh te ky thuat an giang
Trường THPT THẠCH THÀNH 3,Trường THPT THẠCH THÀNH 3
Trường THPT THẠCH THÀNH 3,truong thpt thach thanh 3
Trường THPT THẠCH THÀNH 3,truong tthpt thach thanh 3
Trường THPT THẠCH THÀNH 3,thpt thach thanh 3
Trường THPT THẠCH THÀNH 3,truong pho thong trung hoc thach thanh 3
Trường THPT THẠCH THÀNH 3,truong pt thach thanh 3
Trường THPT THẠCH THÀNH 3,truong truong pho thong trung hoc thach thanh 3
Trường THPT THẠCH THÀNH 3,ptth thach thanh 3
Trường THPT THẠCH THÀNH 3,truong cap 3 thach thanh 3
Trường THPT THẠCH THÀNH 3,pho thong trung hoc thach thanh 3
Trường THPT THẠCH THÀNH 3,truong trung hoc pho thong thach thanh 3
Trường THPT THẠCH THÀNH 3,truong ptth thach thanh 3
Trường THPT THẠCH THÀNH 3,cap 3 thach thanh 3
Trường THPT THẠCH THÀNH 3,trung hoc pho thong thach thanh 3
Trường THPT THẠCH THÀNH 3,truong pho thong thach thanh 3
Trường THPT THẠCH THÀNH 3,pho thong thach thanh 3
Trường THPT THẠCH THÀNH 3,truong truong trung hoc pho thong thach thanh 3
Trường THPT THẠCH THÀNH 3,pt thach thanh 3
Trường THPT Yên Khánh B,Trường THPT Yên Khánh B
Trường THPT Yên Khánh B,truong thpt yen khanh b
Trường THPT Yên Khánh B,truong pt yen khanh b
Trường THPT Yên Khánh B,pt yen khanh b
Trường THPT Yên Khánh B,truong cap 3 yen khanh b
Trường THPT Yên Khánh B,pho thong trung hoc yen khanh b
Trường THPT Yên Khánh B,truong truong trung hoc pho thong yen khanh b
Trường THPT Yên Khánh B,cap 3 yen khanh b
Trường THPT Yên Khánh B,truong pho thong trung hoc yen khanh b
Trường THPT Yên Khánh B,truong trung hoc pho thong yen khanh b
Trường THPT Yên Khánh B,ptth yen khanh b
Trường THPT Yên Khánh B,truong ptth yen khanh b
Trường THPT Yên Khánh B,truong tthpt yen khanh b
Trường THPT Yên Khánh B,truong pho thong yen khanh b
Trường THPT Yên Khánh B,pho thong yen khanh b
Trường THPT Yên Khánh B,trung hoc pho thong yen khanh b
Trường THPT Yên Khánh B,thpt yen khanh b
Trường THPT Yên Khánh B,truong truong pho thong trung hoc yen khanh b
Trường THPT Đông Sơn 1,Trường THPT Đông Sơn 1
Trường THPT Đông Sơn 1,truong thpt dong son 1
Trường THPT Đông Sơn 1,truong cap 3 dong son 1
Trường THPT Đông Sơn 1,truong trung hoc pho thong dong son 1
Trường THPT Đông Sơn 1,pho thong trung hoc dong son 1
Trường THPT Đông Sơn 1,truong truong trung hoc pho thong dong son 1
Trường THPT Đông Sơn 1,trung hoc pho thong dong son 1
Trường THPT Đông Sơn 1,truong pho thong dong son 1
Trường THPT Đông Sơn 1,truong pt dong son 1
Trường THPT Đông Sơn 1,pt dong son 1
Trường THPT Đông Sơn 1,truong truong pho thong trung hoc dong son 1
Trường THPT Đông Sơn 1,ptth dong son 1
Trường THPT Đông Sơn 1,thpt dong son 1
Trường THPT Đông Sơn 1,pho thong dong son 1
Trường THPT Đông Sơn 1,truong tthpt dong son 1
Trường THPT Đông Sơn 1,truong ptth dong son 1
Trường THPT Đông Sơn 1,truong pho thong trung hoc dong son 1
Trường THPT Đông Sơn 1,cap 3 dong son 1
Cao Đẳng nghề Lạng Sơn,Cao Đẳng nghề Lạng Sơn
Cao Đẳng nghề Lạng Sơn,cao dang nghe lang son
Cao Đẳng nghề Lạng Sơn,cd nghe lang son
Cao Đẳng nghề Lạng Sơn,truong cao dang nghe lang son
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,truong dai hoc kinh te ky thuat cong nghiep
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,truong truong dai hoc kinh te ky thuat cong nghiep
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,dh kinh te ky thuat cong nghiep
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,truong dh kinh te ky thuat cong nghiep
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,truong truong dh kinh te ky thuat cong nghiep
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,dai hoc kinh te ky thuat cong nghiep
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,truong daj hoc kinh te ky thuat cong nghiep
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,daj hoc kinh te ky thuat cong nghiep
Đại học Dân lập Hải Phòng,Đại học Dân lập Hải Phòng
Đại học Dân lập Hải Phòng,dai hoc dan lap hai phong
Đại học Dân lập Hải Phòng,truong dai hoc dan lap hai phong
Đại học Dân lập Hải Phòng,dai hoc dl hai phong
Đại học Dân lập Hải Phòng,dh dan lap hai phong
Đại học Dân lập Hải Phòng,daj hoc dan lap hai phong
Đại học Dân lập Hải Phòng,truong dh dan lap hai phong
Cao Đẳng Sư Phạm Đắk Lắk,Cao Đẳng Sư Phạm Đắk Lắk
Cao Đẳng Sư Phạm Đắk Lắk,cao dang su pham dak lak
Cao Đẳng Sư Phạm Đắk Lắk,truong cao dang su pham dak lak
Cao Đẳng Sư Phạm Đắk Lắk,cdsp dak lak
Cao Đẳng Sư Phạm Đắk Lắk,cd su pham dak lak
Trường THPT Hùng Vương,Trường THPT Hùng Vương
Trường THPT Hùng Vương,truong thpt hung vuong
Trường THPT Hùng Vương,truong trung hoc pho thong hung vuong
Trường THPT Hùng Vương,trung hoc pho thong hung vuong
Trường THPT Hùng Vương,truong pho thong hung vuong
Trường THPT Hùng Vương,pt hung vuong
Trường THPT Hùng Vương,truong cap 3 hung vuong
Trường THPT Hùng Vương,ptth hung vuong
Trường THPT Hùng Vương,truong truong trung hoc pho thong hung vuong
Trường THPT Hùng Vương,truong tthpt hung vuong
Trường THPT Hùng Vương,truong pt hung vuong
Trường THPT Hùng Vương,truong truong pho thong trung hoc hung vuong
Trường THPT Hùng Vương,thpt hung vuong
Trường THPT Hùng Vương,cap 3 hung vuong
Trường THPT Hùng Vương,truong pho thong trung hoc hung vuong
Trường THPT Hùng Vương,pho thong trung hoc hung vuong
Trường THPT Hùng Vương,truong ptth hung vuong
Trường THPT Hùng Vương,pho thong hung vuong
Trường Cao Đẳng Kỹ thuật Hải quân,Trường Cao Đẳng Kỹ thuật Hải quân
Trường Cao Đẳng Kỹ thuật Hải quân,truong cao dang ky thuat hai quan
Trường Cao Đẳng Kỹ thuật Hải quân,truong cd ky thuat hai quan
Trường Cao Đẳng Kỹ thuật Hải quân,truong truong cao dang ky thuat hai quan
Trường Cao Đẳng Kỹ thuật Hải quân,cao dang ky thuat hai quan
Trường Cao Đẳng Kỹ thuật Hải quân,cd ky thuat hai quan
Trường Đại học Nông Lâm TP.HCM,Trường Đại học Nông Lâm TP.HCM
Trường Đại học Nông Lâm TP.HCM,truong dai hoc nong lam tp hcm
Trường Đại học Nông Lâm TP.HCM,truong dai hoc nong lam tp.hcm
Trường Đại học Nông Lâm TP.HCM,truong dai hoc nong lam tp ho chi minh
Trường Đại học Nông Lâm TP.HCM,dh nong lam tp hcm
Trường Đại học Nông Lâm TP.HCM,truong dh nong lam tp hcm
Trường Đại học Nông Lâm TP.HCM,truong dai hoc nong lam tphcm
Trường Đại học Nông Lâm TP.HCM,truong truong dai hoc nong lam tp hcm
Trường Đại học Nông Lâm TP.HCM,truong dai hoc nong lam tp. ho chi minh
Trường Đại học Nông Lâm TP.HCM,truong daj hoc nong lam tp hcm
Trường Đại học Nông Lâm TP.HCM,dai hoc nong lam tp hcm
Trường Đại học Nông Lâm TP.HCM,daj hoc nong lam tp hcm
Trường Đại học Nông Lâm TP.HCM,truong truong dh nong lam tp hcm
Trường Đại học Lao động - Xã hội,Trường Đại học Lao động - Xã hội
Trường Đại học Lao động - Xã hội,truong dai hoc lao dong xa hoi
Trường Đại học Lao động - Xã hội,truong truong dai hoc lao dong xa hoi
Trường Đại học Lao động - Xã hội,dai hoc lao dong xa hoi
Trường Đại học Lao động - Xã hội,truong truong dh lao dong xa hoi
Trường Đại học Lao động - Xã hội,truong dh lao dong xa hoi
Trường Đại học Lao động - Xã hội,daj hoc lao dong xa hoi
Trường Đại học Lao động - Xã hội,truong daj hoc lao dong xa hoi
Trường Đại học Lao động - Xã hội,dh lao dong xa hoi
Trường THPT Ngô Quyền,Trường THPT Ngô Quyền
Trường THPT Ngô Quyền,truong thpt ngo quyen
Trường THPT Ngô Quyền,pho thong ngo quyen
Trường THPT Ngô Quyền,truong pho thong trung hoc ngo quyen
Trường THPT Ngô Quyền,pho thong trung hoc ngo quyen
Trường THPT Ngô Quyền,truong trung hoc pho thong ngo quyen
Trường THPT Ngô Quyền,truong cap 3 ngo quyen
Trường THPT Ngô Quyền,truong pt ngo quyen
Trường THPT Ngô Quyền,truong tthpt ngo quyen
Trường THPT Ngô Quyền,truong pho thong ngo quyen
Trường THPT Ngô Quyền,pt ngo quyen
Trường THPT Ngô Quyền,truong truong pho thong trung hoc ngo quyen
Trường THPT Ngô Quyền,truong ptth ngo quyen
Trường THPT Ngô Quyền,thpt ngo quyen
Trường THPT Ngô Quyền,trung hoc pho thong ngo quyen
Trường THPT Ngô Quyền,cap 3 ngo quyen
Trường THPT Ngô Quyền,truong truong trung hoc pho thong ngo quyen
Trường THPT Ngô Quyền,ptth ngo quyen
Trường Đại học Y Dược Huế,Trường Đại học Y Dược Huế
Trường Đại học Y Dược Huế,truong dai hoc y duoc hue
Trường Đại học Y Dược Huế,truong dh y duoc hue
Trường Đại học Y Dược Huế,truong truong dai hoc y duoc hue
Trường Đại học Y Dược Huế,dai hoc y duoc hue
Trường Đại học Y Dược Huế,dh y duoc hue
Trường Đại học Y Dược Huế,truong daj hoc y duoc hue
Trường Đại học Y Dược Huế,daj hoc y duoc hue
Trường Đại học Y Dược Huế,truong truong dh y duoc hue
TT GDNN-GDTX Yên Khánh,TT GDNN-GDTX Yên Khánh
TT GDNN-GDTX Yên Khánh,tt gdnn gdtx yen khanh
TT GDNN-GDTX Yên Khánh,tt gdnn giao duc thuong xuyen yen khanh
TT GDNN-GDTX Yên Khánh,tt gdnn trung tam gdtx yen khanh
TT GDNN-GDTX Yên Khánh,tt gdnn trung tam giao duc thuong xuyen yen khanh
TT GDNN-GDTX Yên Khánh,tt gdnn ttgdtx yen khanh
Trường Đại học Công nghiệp TP.HCM,Trường Đại học Công nghiệp TP.HCM
Trường Đại học Công nghiệp TP.HCM,truong dai hoc cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,truong dai hoc cong nghiep tp.hcm
Trường Đại học Công nghiệp TP.HCM,truong dh cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,daj hoc cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,truong dai hoc cong nghiep tphcm
Trường Đại học Công nghiệp TP.HCM,truong daj hoc cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,truong truong dai hoc cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,truong dai hoc cong nghiep tp ho chi minh
Trường Đại học Công nghiệp TP.HCM,dai hoc cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,truong truong dh cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,dh cong nghiep tp hcm
Trường Đại học Công nghiệp TP.HCM,truong dai hoc cong nghiep tp. ho chi minh
Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên,Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên
Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên,cao dang kinh te ky thuat to hieu hung yen
Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên,truong cao dang kinh te ky thuat to hieu hung yen
Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên,cd kinh te ky thuat to hieu hung yen
Trường THPT Nguyễn Trãi,Trường THPT Nguyễn Trãi
Trường THPT Nguyễn Trãi,truong thpt nguyen trai
Trường THPT Nguyễn Trãi,truong trung hoc pho thong nguyen trai
Trường THPT Nguyễn Trãi,pt nguyen trai
Trường THPT Nguyễn Trãi,truong truong pho thong trung hoc nguyen trai
Trường THPT Nguyễn Trãi,ptth nguyen trai
Trường THPT Nguyễn Trãi,truong truong trung hoc pho thong nguyen trai
Trường THPT Nguyễn Trãi,cap 3 nguyen trai
Trường THPT Nguyễn Trãi,thpt nguyen trai
Trường THPT Nguyễn Trãi,truong cap 3 nguyen trai
Trường THPT Nguyễn Trãi,truong ptth nguyen trai
Trường THPT Nguyễn Trãi,trung hoc pho thong nguyen trai
Trường THPT Nguyễn Trãi,truong pt nguyen trai
Trường THPT Nguyễn Trãi,truong pho thong nguyen trai
Trường THPT Nguyễn Trãi,pho thong nguyen trai
Trường THPT Nguyễn Trãi,truong pho thong trung hoc nguyen trai
Trường THPT Nguyễn Trãi,truong tthpt nguyen trai
Trường THPT Nguyễn Trãi,pho thong trung hoc nguyen trai
Trường THPT Lê Qúy Đôn,Trường THPT Lê Qúy Đôn
Trường THPT Lê Qúy Đôn,truong thpt le quy don
Trường THPT Lê Qúy Đôn,truong tthpt le quy don
Trường THPT Lê Qúy Đôn,pho thong le quy don
Trường THPT Lê Qúy Đôn,truong cap 3 le quy don
Trường THPT Lê Qúy Đôn,truong pho thong trung hoc le quy don
Trường THPT Lê Qúy Đôn,truong trung hoc pho thong le quy don
Trường THPT Lê Qúy Đôn,truong ptth le quy don
Trường THPT Lê Qúy Đôn,cap 3 le quy don
Trường THPT Lê Qúy Đôn,truong truong trung hoc pho thong le quy don
Trường THPT Lê Qúy Đôn,thpt le quy don
Trường THPT Lê Qúy Đôn,truong truong pho thong trung hoc le quy don
Trường THPT Lê Qúy Đôn,pt le quy don
Trường THPT Lê Qúy Đôn,trung hoc pho thong le quy don
Trường THPT Lê Qúy Đôn,truong pt le quy don
Trường THPT Lê Qúy Đôn,truong pho thong le quy don
Trường THPT Lê Qúy Đôn,pho thong trung hoc le quy don
Trường THPT Lê Qúy Đôn,ptth le quy don
Trường THPT Chu Văn An ,Trường THPT Chu Văn An 
Trường THPT Chu Văn An ,truong thpt chu van an
Trường THPT Chu Văn An ,truong trung hoc pho thong chu van an
Trường THPT Chu Văn An ,pho thong chu van an
Trường THPT Chu Văn An ,truong pho thong trung hoc chu van an
Trường THPT Chu Văn An ,truong cap 3 chu van an
Trường THPT Chu Văn An ,pt chu van an
Trường THPT Chu Văn An ,truong truong pho thong trung hoc chu van an
Trường THPT Chu Văn An ,thpt chu van an
Trường THPT Chu Văn An ,truong truong trung hoc pho thong chu van an
Trường THPT Chu Văn An ,cap 3 chu van an
Trường THPT Chu Văn An ,truong ptth chu van an
Trường THPT Chu Văn An ,ptth chu van an
Trường THPT Chu Văn An ,truong pho thong chu van an
Trường THPT Chu Văn An ,trung hoc pho thong chu van an
Trường THPT Chu Văn An ,pho thong trung hoc chu van an
Trường THPT Chu Văn An ,truong tthpt chu van an
Trường THPT Chu Văn An ,truong pt chu van an
Trường THPT Cẩm Xuyên,Trường THPT Cẩm Xuyên
Trường THPT Cẩm Xuyên,truong thpt cam xuyen
Trường THPT Cẩm Xuyên,truong trung hoc pho thong cam xuyen
Trường THPT Cẩm Xuyên,truong tthpt cam xuyen
Trường THPT Cẩm Xuyên,truong cap 3 cam xuyen
Trường THPT Cẩm Xuyên,trung hoc pho thong cam xuyen
Trường THPT Cẩm Xuyên,truong truong pho thong trung hoc cam xuyen
Trường THPT Cẩm Xuyên,truong pt cam xuyen
Trường THPT Cẩm Xuyên,pt cam xuyen
Trường THPT Cẩm Xuyên,truong truong trung hoc pho thong cam xuyen
Trường THPT Cẩm Xuyên,ptth cam xuyen
Trường THPT Cẩm Xuyên,truong ptth cam xuyen
Trường THPT Cẩm Xuyên,thpt cam xuyen
Trường THPT Cẩm Xuyên,pho thong cam xuyen
Trường THPT Cẩm Xuyên,cap 3 cam xuyen
Trường THPT Cẩm Xuyên,truong pho thong trung hoc cam xuyen
Trường THPT Cẩm Xuyên,pho thong trung hoc cam xuyen
Trường THPT Cẩm Xuyên,truong pho thong cam xuyen
Trường THPT Chuyên Hùng Vương,Trường THPT Chuyên Hùng Vương
Trường THPT Chuyên Hùng Vương,truong thpt chuyen hung vuong
Trường THPT Chuyên Hùng Vương,truong cap 3 chuyen hung vuong
Trường THPT Chuyên Hùng Vương,cap 3 chuyen hung vuong
Trường THPT Chuyên Hùng Vương,pt chuyen hung vuong
Trường THPT Chuyên Hùng Vương,truong pho thong trung hoc chuyen hung vuong
