normed_text_unique,augmented_name,count
Trường THPT THẠCH THÀNH 3,"['Trường THPT THẠCH THÀNH 3', 'truong thpt thach thanh 3', 'truong trung hoc pho thong thach thanh 3', 'ptth thach thanh 3', 'truong tthpt thach thanh 3', 'trung hoc pho thong thach thanh 3', 'truong pho thong thach thanh 3', 'cap 3 thach thanh 3', 'truong cap 3 thach thanh 3', 'pho thong trung hoc thach thanh 3', 'truong truong trung hoc pho thong thach thanh 3', 'pho thong thach thanh 3', 'truong truong pho thong trung hoc thach thanh 3', 'thpt thach thanh 3', 'truong ptth thach thanh 3', 'truong pt thach thanh 3', 'pt thach thanh 3', 'truong pho thong trung hoc thach thanh 3', 'Trường THPT THACH THANH 3', 'truong Trường THPT thach thanh 3']",20
Trường THPT Yên Khánh B,"['Trường THPT Yên Khánh B', 'truong thpt yen khanh b', 'truong pt yen khanh b', 'trung hoc pho thong yen khanh b', 'truong pho thong yen khanh b', 'truong trung hoc pho thong yen khanh b', 'truong cap 3 yen khanh b', 'pt yen khanh b', 'truong truong trung hoc pho thong yen khanh b', 'truong truong pho thong trung hoc yen khanh b', 'pho thong yen khanh b', 'cap 3 yen khanh b', 'ptth yen khanh b', 'truong pho thong trung hoc yen khanh b', 'truong tthpt yen khanh b', 'truong ptth yen khanh b', 'pho thong trung hoc yen khanh b', 'thpt yen khanh b', 'Trường THPT.yen khanh nb', 'Yen khanh B khoa 2002']",20
Trường THPT Đông Sơn 1,"['Trường THPT Đông Sơn 1', 'truong thpt dong son 1', 'truong pho thong trung hoc dong son 1', 'thpt dong son 1', 'truong tthpt dong son 1', 'truong pho thong dong son 1', 'truong trung hoc pho thong dong son 1', 'pho thong trung hoc dong son 1', 'truong truong pho thong trung hoc dong son 1', 'truong ptth dong son 1', 'ptth dong son 1', 'cap 3 dong son 1', 'truong truong trung hoc pho thong dong son 1', 'truong cap 3 dong son 1', 'pt dong son 1', 'truong pt dong son 1', 'trung hoc pho thong dong son 1', 'pho thong dong son 1', 'Trường THPT dong son 1', 'Dong son1', 'Trường THPT Đông Sơn 1', 'Trường THPT Đông Sơn1', 'Trường THPT Dong Son I']",23
Cao Đẳng nghề Lạng Sơn,"['Cao Đẳng nghề Lạng Sơn', 'cao dang nghe lang son', 'cd nghe lang son', 'truong cao dang nghe lang son', 'cao đẳng nghề việt đức - lạng sơn', 'cao dang nghe lang son']",6
Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,"['Trường Đại học Kinh tế Kỹ thuật Công nghiệp ', 'truong dai hoc kinh te ky thuat cong nghiep', 'truong truong dh kinh te ky thuat cong nghiep', 'daj hoc kinh te ky thuat cong nghiep', 'dh kinh te ky thuat cong nghiep', 'truong daj hoc kinh te ky thuat cong nghiep', 'truong truong dai hoc kinh te ky thuat cong nghiep', 'dai hoc kinh te ky thuat cong nghiep', 'truong dh kinh te ky thuat cong nghiep', 'CĐ Kinh tế - Kỹ thuật Công nghiệp I', 'DH Kinh Tế Kỹ Thuật Công Nghiệp Hà Nội', 'dại học kinh tế kĩ thuật công nghiệp', 'đại học kỹ thuật công nghiệp', 'Truong Đại hoc công nghệ  kỹ thuật Hà nội', 'dai hoc ktkt cong nghiep hn', 'đại học KTKTCN', 'DHkinh te ky thuat cong nghiep', 'Trường Đại Học KT-CC & XH Hà Nội', 'Truong Đại hoc công nghệ  kỹ thuật Hà nội', 'KTKT CÔNG NGHIỆP', 'DH KTKT CÔNG NGHIỆP', 'Đại học Kinh Tế - Kĩ thuật', 'ĐH Kinh Tế Công Nghệ', 'Đại Học Kỹ Thuật Công Nghiệp 1', 'Đại học kĩ thuật công nghiệp 1 HN', 'kinh ke ky thuat cong nghiep', 'kinh te ki thuat cong nhiep', 'dai hoc kinh te ky thuat cong nghiep', 'Trường đại hcj kinh tế kĩ thuật công nghiêp', 'dại học kinh tế kĩ thuật công nghiệp', 'dai hoc ky thuat cong nghe', 'ĐH Kĩ thuật công nghiệp', 'Đại học Kinh Tế - Kĩ thuật', 'Dh kinh te - ki thuat - cong nghiep(UNETI)', 'đh kỹ thuật công nghiệp']",35
Đại học Dân lập Hải Phòng,"['Đại học Dân lập Hải Phòng', 'dai hoc dan lap hai phong', 'truong dh dan lap hai phong', 'dai hoc dl hai phong', 'daj hoc dan lap hai phong', 'dh dan lap hai phong', 'truong dai hoc dan lap hai phong', 'dai hoc dan lap hai phong -  haiphong private university', 'dhdl hai phong']",9
Cao Đẳng Sư Phạm Đắk Lắk,"['Cao Đẳng Sư Phạm Đắk Lắk', 'cao dang su pham dak lak', 'cd su pham dak lak', 'cdsp dak lak', 'truong cao dang su pham dak lak', 'cao dang su pham daklak', 'cao dang su pham daklak']",7
Trường THPT Hùng Vương,"['Trường THPT Hùng Vương', 'truong thpt hung vuong', 'truong pho thong trung hoc hung vuong', 'truong trung hoc pho thong hung vuong', 'pho thong hung vuong', 'truong ptth hung vuong', 'truong cap 3 hung vuong', 'cap 3 hung vuong', 'truong truong trung hoc pho thong hung vuong', 'truong tthpt hung vuong', 'thpt hung vuong', 'truong pho thong hung vuong', 'pt hung vuong', 'ptth hung vuong', 'pho thong trung hoc hung vuong', 'truong truong pho thong trung hoc hung vuong', 'trung hoc pho thong hung vuong', 'truong pt hung vuong', 'Trường THPT hung vuong', 'Trường THPT hung vuong', 'Truong Trường THPT hung vung thi xa phu tho', 'Trường THPT Hùng Vương Bình Định', 'Trường THPT hung vuong', 'Trường THPT hung vuong', 'Trường THPT Hung Vuong - Thi xa Phu Tho', 'Trường THPT hung vuong', 'Hung Vuong Senior High School', 'Trường THPT chuyên Hùng Vương Phú Thọ', 'PT Hùng Vương, Bình Phước', 'Trường THPT hung vuong', ""Trường THPT Hùng Vương '06"", 'trung hoc hung vuong phu tho', 'Truong Trường THPT Hung vuong', 'Trường THPT hung vuong', 'Trường cấp 3 Hùng vương Phú thọ', 'Trường THPT hung vuong', 'Trường THPT hung vuong', 'truong trung hoc pho thong hung vuong', 'Trường THPTTH DL Hùng Vương', 'Trường THPT hung vuong', 'Truog trung hoc Pho thong hung vuog quan nam', 'Trường THPT Hung Vuong Binh Dinh', 'trung hoc hung vuong phu tho', 'Trường THPT Hùng Vương Quảng Ninh', 'Trường THPT hung vuong']",45
Trường Cao Đẳng Kỹ thuật Hải quân,"['Trường Cao Đẳng Kỹ thuật Hải quân', 'truong cao dang ky thuat hai quan', 'truong truong cao dang ky thuat hai quan', 'cd ky thuat hai quan', 'cao dang ky thuat hai quan', 'truong cd ky thuat hai quan', 'Trường Kỹ Thuật Hải Quân', 'Trường Kỹ Thuật Hải Quân']",8
Trường Đại học Nông Lâm TP.HCM,"['Trường Đại học Nông Lâm TP.HCM', 'truong dai hoc nong lam tp hcm', 'truong dai hoc nong lam tp ho chi minh', 'truong dh nong lam tp hcm', 'dh nong lam tp hcm', 'dai hoc nong lam tp hcm', 'truong dai hoc nong lam tphcm', 'truong daj hoc nong lam tp hcm', 'truong truong dh nong lam tp hcm', 'daj hoc nong lam tp hcm', 'truong truong dai hoc nong lam tp hcm', 'truong dai hoc nong lam tp.hcm', 'truong dai hoc nong lam tp. ho chi minh', 'Đai hoc nong lam thanh pho', 'Dai Hoc NLtphcm', 'ĐHNL TPHCM', 'Nong Lam U', 'Nonglam', 'Trường Đại Học Nông Lâm TP.HCM', 'Trường Đại học Nông Lâm thành phố Hồ Chí Minh', 'ĐH Nông Lâm tpHCM', 'DH Nong Lam TPHCM', 'Nonglam', 'Nong Lam University at Ho Chi Minh City(K14)', 'Ðai Hoc Nông Lâm', 'Nong Lam Univercity']",26
Trường Đại học Lao động - Xã hội,"['Trường Đại học Lao động - Xã hội', 'truong dai hoc lao dong xa hoi', 'truong daj hoc lao dong xa hoi', 'daj hoc lao dong xa hoi', 'truong truong dai hoc lao dong xa hoi', 'dh lao dong xa hoi', 'truong truong dh lao dong xa hoi', 'truong dh lao dong xa hoi', 'dai hoc lao dong xa hoi', 'Lao Đông Xã Hội', 'Đại học lao động xã hội Hà Nội', 'trương đh lao động xã hội hà nội', 'Trường Đại học lao động xã hội Hà Nội', 'UNIVERSITY OF LABOR AND SOCIAL AFFAIR(ULSA)', 'Truong dai hoc tao lao', 'dh lao dong xa hoi co so 2']",16
Trường THPT Ngô Quyền,"['Trường THPT Ngô Quyền', 'truong thpt ngo quyen', 'truong tthpt ngo quyen', 'pt ngo quyen', 'truong cap 3 ngo quyen', 'ptth ngo quyen', 'thpt ngo quyen', 'pho thong ngo quyen', 'truong pho thong trung hoc ngo quyen', 'pho thong trung hoc ngo quyen', 'truong pt ngo quyen', 'cap 3 ngo quyen', 'truong trung hoc pho thong ngo quyen', 'truong truong trung hoc pho thong ngo quyen', 'truong truong pho thong trung hoc ngo quyen', 'truong ptth ngo quyen', 'truong pho thong ngo quyen', 'trung hoc pho thong ngo quyen', 'Trường THPTTH Ngô Quyền - Nam Định', 'Trường THPT ngo quyen', 'Trường THPT ngo quyen', 'Trường THPT Ngô Quyền- ba vì', 'Trường THPT ngo quyen', 'Bonnal NQ', 'Trường THPT Ngô Quyền - Hòa Bình', 'Trường THPT ngo quyen', 'Trường THPT Ngo Quyen Nam', 'Trường THPT ngo quyen', 'Trường THPT ngo quyen', 'Trường Trường THPT Ngô Quyền Thái Nguyên', 'Trường THPT ngo quyen', 'Trường THPT NGO QUYEN BAVI HANOI', 'Trường THPT Ngô Quyền HP', 'Trường THPT ngo quyen', 'Trương Trường THPT Ngô Quyền- Ba Vì', 'Trung Hoc Pho Thong Ngo Quyen Da Nang', 'Trường THPT ngo quyen', 'TPTTH Ngo Quyen', 'Trường THPT Ngô Quyền - Ba Vì', 'Trường THPT Ngo Quyen - HP', 'Trường THPT Ngô Quyền Thái Nguyên', 'TrungHocPhoThongNgoQuyen', 'Phổ Thông Ngô Quyền, Thái Nguyên', 'Trường THPT Ngo Quyen - Q7']",44
Trường Đại học Y Dược Huế,"['Trường Đại học Y Dược Huế', 'truong dai hoc y duoc hue', 'daj hoc y duoc hue', 'truong truong dh y duoc hue', 'dai hoc y duoc hue', 'truong daj hoc y duoc hue', 'dh y duoc hue', 'truong dh y duoc hue', 'truong truong dai hoc y duoc hue', 'Truong dai hoc y khoa Hue', 'Đại học Y Hue', 'Trường ĐH Y Dược Huế', 'medical university of hue,vietnam', 'Đại học Y Hue']",14
TT GDNN-GDTX Yên Khánh,"['TT GDNN-GDTX Yên Khánh', 'tt gdnn gdtx yen khanh', 'tt gdnn giao duc thuong xuyen yen khanh', 'tt gdnn trung tam giao duc thuong xuyen yen khanh', 'tt gdnn trung tam gdtx yen khanh', 'tt gdnn ttgdtx yen khanh', 'gdnn gdtx yen khanh']",7
Trường Đại học Công nghiệp TP.HCM,"['Trường Đại học Công nghiệp TP.HCM', 'truong dai hoc cong nghiep tp hcm', 'truong dai hoc cong nghiep tp. ho chi minh', 'truong truong dh cong nghiep tp hcm', 'truong dh cong nghiep tp hcm', 'truong daj hoc cong nghiep tp hcm', 'dh cong nghiep tp hcm', 'truong dai hoc cong nghiep tphcm', 'dai hoc cong nghiep tp hcm', 'truong dai hoc cong nghiep tp ho chi minh', 'truong dai hoc cong nghiep tp.hcm', 'truong truong dai hoc cong nghiep tp hcm', 'daj hoc cong nghiep tp hcm', 'công nghiệp tp.hồ chí minh', 'Hochiminh Univesity of Industry', 'Trường Đại Học CN TP Hồ Chí Minh', 'DHCN TP HO CHI MINH', 'DH Cong Nghiep Thanh Pho HCM', 'Trường Đại Học Công Nghiệp TPHCM', 'Cao Đẵng Công Nghiệp TP.HCM', 'ĐẠI HỌC CONG NGHIỆP THÀNH PHỐ HỒ CHÍ MINH', 'Đại học công nghiệp TP Hồ Chí Minh', 'Trường Đại Học Công Nghiệp TP.HCM', 'truong dhcn TPHCM', 'Cong ngjep thanh pho hcm', 'Daj hok cong ngjep thanh pho ho chj mjnh', 'Đại Học Công Nghiệp Tphcm', 'dai hoc cong ngiep tphcm', 'Cao Dang Cong Nghiep IV', 'ĐH Công nghiệp 4 Gò Vấp Tp.HCM', 'Dai Hoc Cong Nghiep TPHCM (HUI)', 'Industrial Univercity of Hochiminh City', 'DH Công nghiệp HCM']",33
Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên,"['Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên', 'cao dang kinh te ky thuat to hieu hung yen', 'cd kinh te ky thuat to hieu hung yen', 'truong cao dang kinh te ky thuat to hieu hung yen', 'cao dang kinh te ky thuat to hieu hung yen']",5
Trường THPT Nguyễn Trãi,"['Trường THPT Nguyễn Trãi', 'truong thpt nguyen trai', 'truong trung hoc pho thong nguyen trai', 'pt nguyen trai', 'truong truong pho thong trung hoc nguyen trai', 'pho thong nguyen trai', 'truong truong trung hoc pho thong nguyen trai', 'cap 3 nguyen trai', 'truong pho thong trung hoc nguyen trai', 'ptth nguyen trai', 'truong tthpt nguyen trai', 'truong cap 3 nguyen trai', 'truong pho thong nguyen trai', 'trung hoc pho thong nguyen trai', 'truong ptth nguyen trai', 'thpt nguyen trai', 'truong pt nguyen trai', 'pho thong trung hoc nguyen trai', 'Trường THPT Nguyễn Trãi Phú yên', 'Trường THPT Nguyễn Trãi Phú yên']",20
Trường THPT Lê Qúy Đôn,"['Trường THPT Lê Qúy Đôn', 'truong thpt le quy don', 'truong pho thong le quy don', 'pho thong le quy don', 'truong tthpt le quy don', 'pho thong trung hoc le quy don', 'truong truong pho thong trung hoc le quy don', 'trung hoc pho thong le quy don', 'truong ptth le quy don', 'truong trung hoc pho thong le quy don', 'truong truong trung hoc pho thong le quy don', 'truong cap 3 le quy don', 'cap 3 le quy don', 'truong pt le quy don', 'truong pho thong trung hoc le quy don', 'ptth le quy don', 'thpt le quy don', 'pt le quy don', 'cap ba tran yen yen bai nay la trung hoc le quy don tran yen yen bai', 'Trường THPT le quy don', 'Trường THPT le quy don tu 01 02 2020', 'Trường THPT Lê Quý Đôn Huyện Trấn Yên - Yên Bái', 'cap ba tran yen yen bai nay la trung hoc le quy don tran yen yen bai', 'Trường THPT Le Quy Don Yen Bai']",24
Trường THPT Chu Văn An ,"['Trường THPT Chu Văn An ', 'truong thpt chu van an', 'truong tthpt chu van an', 'pt chu van an', 'truong truong trung hoc pho thong chu van an', 'trung hoc pho thong chu van an', 'truong trung hoc pho thong chu van an', 'truong pho thong chu van an', 'truong cap 3 chu van an', 'pho thong trung hoc chu van an', 'truong pt chu van an', 'ptth chu van an', 'truong truong pho thong trung hoc chu van an', 'cap 3 chu van an', 'pho thong chu van an', 'truong pho thong trung hoc chu van an', 'truong ptth chu van an', 'thpt chu van an', 'Trường THPT Chu Văn An', 'Truong Trường THPT Chu Van An', 'trung học phổ thông Chu Văn An', 'Truong Trường THPT Chu Van An - Ha Noi', 'Chu Văn An Trường điểm', 'Trường THPT Chu Văn An', 'Trường THPTChu Van An .', 'Trường Trung học Chu Văn An', 'Trường THPT ChuVanAn', 'Trường THPT Chu Van An', 'Trường THPT CVA', 'tung hoc Trường THPT chu van am', 'Trường THPT Chu Văn An', 'Trường THPT Chu Văn An', 'Chu Van An Hanoi National High School', 'Trường Trung học phổ thông chu van an da nang', 'trung hoc pho thong chu van an', 'Trường THPT Chu Văn An', 'trung học phổ thông Chu Văn An', 'hoc cap 3 Chu Van An', 'Trường Bưởi', 'trung hoc pho thong chu văn an']",40
Trường THPT Cẩm Xuyên,"['Trường THPT Cẩm Xuyên', 'truong thpt cam xuyen', 'truong tthpt cam xuyen', 'ptth cam xuyen', 'truong pt cam xuyen', 'pho thong trung hoc cam xuyen', 'truong trung hoc pho thong cam xuyen', 'truong truong pho thong trung hoc cam xuyen', 'cap 3 cam xuyen', 'truong pho thong trung hoc cam xuyen', 'truong ptth cam xuyen', 'thpt cam xuyen', 'truong cap 3 cam xuyen', 'trung hoc pho thong cam xuyen', 'truong truong trung hoc pho thong cam xuyen', 'pt cam xuyen', 'pho thong cam xuyen', 'truong pho thong cam xuyen', 'trung học phổ thông cẩm xuyên hà tĩnh']",19
Trường THPT Chuyên Hùng Vương,"['Trường THPT Chuyên Hùng Vương', 'truong thpt chuyen hung vuong', 'truong cap 3 chuyen hung vuong', 'truong trung hoc pho thong chuyen hung vuong', 'truong truong trung hoc pho thong chuyen hung vuong', 'ptth chuyen hung vuong', 'truong pho thong chuyen hung vuong', 'cap 3 chuyen hung vuong', 'truong truong pho thong trung hoc chuyen hung vuong', 'pho thong trung hoc chuyen hung vuong', 'thpt chuyen hung vuong', 'pt chuyen hung vuong', 'truong tthpt chuyen hung vuong', 'truong pho thong trung hoc chuyen hung vuong', 'trung hoc pho thong chuyen hung vuong', 'truong ptth chuyen hung vuong', 'pho thong chuyen hung vuong', 'truong pt chuyen hung vuong', 'truong Trường THPT chuyen hung vuong', 'Trường THPT Chuyên Hùng Vương-Việt Trì-Phú Thọ', 'truong Trường THPT chuyen hung vuong', 'Trường THPT Chuyên Hùng Vương - Việt Trì - Phú Thọ', 'Chuyên Hùng Vương - Việt Trì - Phú Thọ']",23
Trường THPT Nam Kỳ Khởi Nghĩa,"['Trường THPT Nam Kỳ Khởi Nghĩa', 'truong thpt nam ky khoi nghia', 'truong ptth nam ky khoi nghia', 'cap 3 nam ky khoi nghia', 'truong tthpt nam ky khoi nghia', 'truong cap 3 nam ky khoi nghia', 'pho thong nam ky khoi nghia', 'pt nam ky khoi nghia', 'truong pho thong nam ky khoi nghia', 'ptth nam ky khoi nghia', 'pho thong trung hoc nam ky khoi nghia', 'truong pt nam ky khoi nghia', 'truong trung hoc pho thong nam ky khoi nghia', 'truong pho thong trung hoc nam ky khoi nghia', 'thpt nam ky khoi nghia', 'trung hoc pho thong nam ky khoi nghia', 'truong truong pho thong trung hoc nam ky khoi nghia', 'truong truong trung hoc pho thong nam ky khoi nghia', 'Trường THPT nam kì khở nghĩa', 'Trường THPT Nam Ky Khoi Nghia Q11', 'Trường THPT Nam Kỳ Khởi Nghĩa', 'Nam Ki Khoi Nghia Q11', 'Trường THPT Nam Kỳ Khởi Nghĩa, Quận 10, TPHCM', 'Truong PTTH Nam Ky Khoi Nghia']",24
Trường THPT Lại Sơn,"['Trường THPT Lại Sơn', 'truong thpt lai son', 'truong trung hoc pho thong lai son', 'pho thong lai son', 'truong cap 3 lai son', 'truong pt lai son', 'truong truong trung hoc pho thong lai son', 'truong pho thong trung hoc lai son', 'truong truong pho thong trung hoc lai son', 'trung hoc pho thong lai son', 'ptth lai son', 'truong ptth lai son', 'cap 3 lai son', 'pho thong trung hoc lai son', 'truong tthpt lai son', 'pt lai son', 'truong pho thong lai son', 'thpt lai son', 'Trường THPT lai son']",19
TT GDNN-GDTX H. Tây Hòa,"['TT GDNN-GDTX H. Tây Hòa', 'tt gdnn gdtx h tay hoa', 'tt gdnn trung tam gdtx h tay hoa', 'tt gdnn ttgdtx h tay hoa', 'tt gdnn giao duc thuong xuyen h tay hoa', 'tt gdnn trung tam giao duc thuong xuyen h tay hoa', 'trung tam gd nghe nghiep gdtx h tay hoa']",7
Trường THPT Lê Hồng Phong,"['Trường THPT Lê Hồng Phong', 'truong thpt le hong phong', 'pt le hong phong', 'truong truong pho thong trung hoc le hong phong', 'truong trung hoc pho thong le hong phong', 'ptth le hong phong', 'truong truong trung hoc pho thong le hong phong', 'thpt le hong phong', 'truong tthpt le hong phong', 'pho thong trung hoc le hong phong', 'truong cap 3 le hong phong', 'pho thong le hong phong', 'truong pho thong le hong phong', 'truong ptth le hong phong', 'truong pho thong trung hoc le hong phong', 'cap 3 le hong phong', 'truong pt le hong phong', 'trung hoc pho thong le hong phong', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT Lê Hồng Phong, Tỉnh Phú Yên', 'Trường THPT le hong phong', 'Trường THPT Lê Hồng Phong - Phổ Yên - Thái Nguyên', 'Trường THPT Lê Hồng Phong - Vung tau', 'Trường THPT le hong phong', 'Lê Hồng Phong Hưng Nguyên Nghệ An', 'Trường THPT Lê Hồng Phong - Hưng Nguyên', 'Trường THPT le hong phong', 'TaHPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT le hog phog', 'Trường THPT lê hồng phong bỉm sơn thanh hoá', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT Le Hong Phong gia lai', 'Trường THPT Le hong phong- thanh hoa', 'Trường THPT Lê Hồng Phong', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT Lê Hồng Phong Thái Nguyên', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'Trường THPT le hong phong', 'truong Trường THPT le hong phong', 'Trường THPT le hong phong ha giamg', 'Trường THPT Lê Hồng Phong']",49
