text,normed_text,normed_text_2
Trung học cơ sở Tân Quang,Trường trung học cơ sở Tân Quang,trung học cơ sở Tân Quang
THPT Hai Bà Trưng - Huế,Trường THPT Hai Bà Trưng,THPT Hai Bà Trưng
Trường Đại Học Bách Khoa- Đại Học Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng,Đại học Bách Khoa - Đại học Đà Nẵng
THCS Tô Hiệu,Trường THCS Tô Hiệu,THCS Tô Hiệu
Trường THCS Kỳ Bá,Trường THCS Kỳ Bá,THCS Kỳ Bá
ĐH Sư phạm Hà Nội 2,Trường Đại học Sư phạm Hà Nội 2,Đại học Sư phạm Hà Nội 2
trung hoc co so AN DONG,Trường THCS An Đồng,THCS An Đồng
Trung cap nghe so 14,Trường Trung Cấp Nghề Số 14 Bộ Quốc Phòng,Trung Cấp Nghề Số 14 Bộ Quốc Phòng
"THCS Lương Khánh Thiện, Kiến An",Trường THCS Lương Khánh Thiện,THCS Lương Khánh Thiện
Trường THPT Tiền Phong,Trường THPT Tiền Phong,THPT Tiền Phong
THPT B Phủ Lí,Trường THPT Phủ Lý B,THPT Phủ Lý B
Trường Cao đẳng Văn hóa Nghệ thuật Đà Nẵng,Trường Cao đẳng Văn hóa Nghệ thuật Đà Nẵng,Cao đẳng Văn hóa Nghệ thuật Đà Nẵng
PTTH Nam Tiền Hải,Trường THPT Nam Tiền Hải,THPT Nam Tiền Hải
THPT  Đông Thành - Quảng Ninh,Trường THPT Đông Thành,THPT Đông Thành
STHC - Saigontourist Hospitality College,Trường Trung cấp Du lịch và Khách sạn Saigontourist,Trung cấp Du lịch và Khách sạn Saigontourist
trung hoc pho thong nguyen hue-quang tri,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
trung hoc pho thong AN NHON 1,Trường THPT số 1 An Nhơn,THPT số 1 An Nhơn
CD Gtvt tw2,Trường Cao đẳng GTVT Trung ương II,Cao đẳng GTVT Trung ương II
THPT Phù Yên Sơn La,Trường THPT Phù Yên,THPT Phù Yên
Phan chau trinh,Phan Châu Trinh,Phan Châu Trinh
Cao Đẳng Tài Nguyên Và Môi Trường Miền Trung,Phân hiệu Đại học Tài Nguyên & Môi Trường Hà Nội tại Thanh Hoá,Phân hiệu Đại học Tài Nguyên & Môi Trường Hà Nội tại Thanh Hoá
tay ninh high school,Trường THPT Tây Ninh,THPT Tây Ninh
hoc vien phong khong khong quan,Học Viện Phòng Không - Không Quân,Học Viện Phòng Không - Không Quân
Trường Hữu Nghị 80 - Sơn Tây - Hà Nội,Trường Hữu Nghị 80,Hữu Nghị 80
cao dang su pham TW nha trang,Trường Cao Đẳng Sư Phạm Trung Ương Nha Trang,Cao Đẳng Sư Phạm Trung Ương Nha Trang
truong CDSP TW Nha Trang,Trường Cao Đẳng Sư Phạm Trung Ương Nha Trang,Cao Đẳng Sư Phạm Trung Ương Nha Trang
cao đẳng Tài Chính Quản trị kinh doanh,Trường Cao Đẳng Tài Chính - Quản Trị Kinh Doanh,Cao Đẳng Tài Chính - Quản Trị Kinh Doanh
thcs bhh,Trường THCS Bình Hưng Hòa,THCS Bình Hưng Hòa
THPT Quoc Hoc Quy Nhon,Trường Quốc học Quy Nhơn,Quốc học Quy Nhơn
Trường THCS Trưng Vương - Nha Trang,Trường THCS Trưng Vương,THCS Trưng Vương
Học viện Hàng không Việt Nam - Vietnam Aviation Academy,Học viện Hàng không Việt Nam,Học viện Hàng không Việt Nam
Trường THPT Bách Việt,Trường THPT Tư Thục Bách Việt,THPT Tư Thục Bách Việt
Trường THCS Đặng Thai Mai,Trường THCS Đặng Thai Mai,THCS Đặng Thai Mai
Trường Trung học Quốc gia Chu Văn An,Trường THPT Chu Văn An (Trường Bưởi),THPT Chu Văn An
THCS Nguyễn Huê,Trường Thcs Nguyễn Huệ,Thcs Nguyễn Huệ
đại học sư phạm Qui Nhơn,Trường Đại Học Quy Nhơn,Đại Học Quy Nhơn
THPT Hướng Hóa,Trường THPT Hướng Hóa,THPT Hướng Hóa
THPT Hướng Hóa,Trường THPT Hướng Hóa,THPT Hướng Hóa
"THPT Cửa Tùng, Vĩnh Linh, Quảng Trị",Trường THPT Cửa Tùng,THPT Cửa Tùng
THPT VINH LOC,TRƯỜNG THPT VĨNH LỘC,THPT VĨNH LỘC
THPT Vĩnh Lộc,TRƯỜNG THPT VĨNH LỘC,THPT VĨNH LỘC
THPT cap 3 dong ha,Trường THPT Đông Hà,THPT Đông Hà
THPT Lê Lợi - Đông Hà,Trường THPT Lê Lợi,THPT Lê Lợi
Trường THCS Đông Hòa,Trường THCS Đông Hòa,THCS Đông Hòa
THCS Phú Hải,Trường THCS Phú Hải,THCS Phú Hải
Trường Trung Học Phổ Thông CỬA TÙNG,Trường THPT Cửa Tùng,THPT Cửa Tùng
"THPT Cửa Tùng, Vĩnh Linh, Quảng Trị",Trường THPT Cửa Tùng,THPT Cửa Tùng
FPT University,Trường Đại Học FPT,Đại Học FPT
Trường THPT Trần Quốc Tuấn,Trường PT Trần Quốc Tuấn,PT Trần Quốc Tuấn
FPT University HCM,Trường Đại học FPT TP. HCM,Đại học FPT TP. HCM
THCS Phuong Binh Dinh,Trường THCS phường Bình Định,THCS phường Bình Định
Dong-a University,Trường Đại học Đông Á,Đại học Đông Á
THCS Hải Ba,Trường THCS Hai Bà Trưng,THCS Hai Bà Trưng
Le Khiet High School,Trường THPT chuyên Lê Khiết,THPT chuyên Lê Khiết
Đại học Kinh tế - Luật ĐHQG TPHCM,Trường Đại Học Kinh tế - Luật - Đại Học Quốc Gia Thành Phố Hồ Chí Minh,Đại Học Kinh tế - Luật - Đại Học Quốc Gia Thành Phố Hồ Chí Minh
Hue University College of Foreign Languages,Trường Đại Học Ngoại Ngữ Huế,Đại Học Ngoại Ngữ Huế
Thpt Nguyễn Huệ Thị Xã Quảng Trị,Trường THPT Nguyễn Huệ - TX Quảng Trị,THPT Nguyễn Huệ - TX Quảng Trị
THPT Tuy Phước 1,Trường THPT Số 1 Tuy Phước,THPT Số 1 Tuy Phước
Trường Đại Học Ngoại Ngữ Đà Nẵng,Trường Đại học Ngoại ngữ - Đại học Đà Nẵng,Đại học Ngoại ngữ - Đại học Đà Nẵng
Đại học Dân lập Văn Lang,Trường Đại học Văn Lang - Cơ sở 1,Đại học Văn Lang - Cơ sở 1
THPT Hương Thủy,Trường THPT Hương Thủy,THPT Hương Thủy
THPT Nguyễn Dục - Quảng Nam,Trường THPT Nguyễn Dục,THPT Nguyễn Dục
Truong PTTH Cua Tung - Vinh Linh - Quang Tri,Trường THPT Cửa Tùng,THPT Cửa Tùng
THPT chuyên Nguyễn Trãi,Trường Trung học phổ thông chuyên Nguyễn Trãi,Trung học phổ thông chuyên Nguyễn Trãi
THPT KHAM DUC,Trường THPT Khâm Đức,THPT Khâm Đức
thcs hai chanh,Trường THCS Hải Chánh,THCS Hải Chánh
Banking University HCMC,Trường Đại Học Ngân Hàng Tp Hồ Chí Minh (cơ sở Hoàng Diệu 2),Đại Học Ngân Hàng Tp Hồ Chí Minh
Cao đẳng thực hành FPT Polytechnic,Trường Cao đẳng FPT Polytechnic,Cao đẳng FPT Polytechnic
THPT Thới Lai,TRƯỜNG THPT THỚI LAI,THPT THỚI LAI
THPT Vinh Linh,Trường THPT Vĩnh Linh,THPT Vĩnh Linh
thpt mi thoi,Trường THPT Nguyễn Công Trứ,THPT Nguyễn Công Trứ
Đại Học Công Nghiệp Dệt May Hà Nội,Trường Đại Học Công Nghiệp Dệt May Hà Nội,Đại Học Công Nghiệp Dệt May Hà Nội
Trường THPT Vĩnh Linh,Trường THPT Vĩnh Linh,THPT Vĩnh Linh
Trường Cao đẳng Kinh tế - Kỹ thuật Kiên Giang,Trường Cao Đẳng Kinh Tế Kỹ Thuật Kiên Giang,Cao Đẳng Kinh Tế Kỹ Thuật Kiên Giang
Đại học Kinh tế Công nghiệp Long An,Trường Đại học Kinh tế Công nghiệp Long An,Đại học Kinh tế Công nghiệp Long An
THCS Trần Cao Van-Duy Xuyên-Quảng Nam,THCS Trần Cao Vân,THCS Trần Cao Vân
truong cao dang xay dung so 2,Trường Cao Đẳng Xây dựng TP.HCM,Cao Đẳng Xây dựng TP.HCM
THPT Chu Van An-Quang Tri,Trường THPT Chu Văn An,THPT Chu Văn An
THPT Chu Van An-Quang Tri,Trường THPT Chu Văn An,THPT Chu Văn An
Trường CĐSP Quảng Trị,Trường Cao đẳng sư phạm Quảng Trị,Cao đẳng sư phạm Quảng Trị
thpt dong ha,Trường THPT Đông Hà,THPT Đông Hà
Cao Đẳng Sư Phạm Trung Ương 2 Nha Trang,Trường Cao Đẳng Sư Phạm Trung Ương Nha Trang,Cao Đẳng Sư Phạm Trung Ương Nha Trang
THCS Vĩnh Hưng,Trường THCS Vĩnh Hưng,THCS Vĩnh Hưng
Đại Học Dầu Khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Đại học Dầu khí Việt Nam
Trung học phổ thông Đặng huy trứ,Trường THPT Đặng Huy Trứ,THPT Đặng Huy Trứ
truong thpt vinh dinh,Trường THPT Vĩnh Định,THPT Vĩnh Định
"THPT NGuyễn Hữu Cầu, Hóc Môn",Trường THPT Nguyễn Hữu Cầu,THPT Nguyễn Hữu Cầu
THCS Thach Dong A2,Trường THCS Thạch Đồng,THCS Thạch Đồng
Trường THCS Thủy Lương,Trường THCS Thủy Lương,THCS Thủy Lương
Le Quy Don Thu Duc Junior High School,Trường THCS Lê Quý Đôn,THCS Lê Quý Đôn
Trường Cao Đẳng Nghề Phú Yên,Trường Cao Đẳng Nghề Phú Yên,Cao Đẳng Nghề Phú Yên
THCS Yên Thế,THCS Yên Thế,THCS Yên Thế
Trường Trung học Phổ Thông Tân Dân,Trường THPT Tân Dân,THPT Tân Dân
Trường  THCS HOÀI TÂN,Trường THCS Hoài Tân - trường cấp 2,THCS Hoài Tân - trường cấp 2
Trường Đại học Sư Phạm TP. Hồ Chí Minh,Trường Đại học Sư phạm Thành phố Hồ Chí Minh,Đại học Sư phạm Thành phố Hồ Chí Minh
truong THPT Nguyen Cong Phuong,Trường THPT Nguyễn Công Phương,THPT Nguyễn Công Phương
Trường THPT Đại Ngãi- Long Phú -Sóc Trăng,Trường THPT Đại Ngãi,THPT Đại Ngãi
Trường THPT Vĩnh Bình - Vinh Binh High School,Trường THPT Vĩnh Bình,THPT Vĩnh Bình
Trường THPT Lại Sơn,Trường THPT Lại Sơn,THPT Lại Sơn
THPT Long Hòa,Trường THPT Long Hoà,THPT Long Hoà
truong THPT HOA DA,Trường THPT Hòa Đa,THPT Hòa Đa
DH ngan hang tphcm,Trường Đại Học Ngân Hàng Tp Hồ Chí Minh (cơ sở Hoàng Diệu 2),Đại Học Ngân Hàng Tp Hồ Chí Minh
THPT Cái Bè,Trường THPT Cái Bè,THPT Cái Bè
THPT Nguyễn Du quận 10,Trường THPT Nguyễn Du,THPT Nguyễn Du
Trường Trung Học Cơ Sở Tịnh Hà,Trường THCS Tịnh Hà,THCS Tịnh Hà
Trường Trung Học Phổ Thông Vĩnh Lộc,TRƯỜNG THPT VĨNH LỘC,THPT VĨNH LỘC
Trường THPT Nghi Lộc 3,Trường Thpt Nghi Lộc 3,Thpt Nghi Lộc 3
THCS Hồng Bàng - Hải Phòng,Trường THCS Hồng Bàng,THCS Hồng Bàng
Trung hoc Pho thong Thu xa,Trường THPT Thu Xà,THPT Thu Xà
THPT teloman,Trường Trung Học Phổ Thông ...,Trung Học Phổ Thông ...
truong ptth Lê Quý Đôn q3,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
TTGDTX BINH DUONG,Trung tâm giáo dục thường xuyên tỉnh Bình Dương,giáo dục thường xuyên tỉnh Bình Dương
Cao Dang Cong Nghiep 4,Trường Đại học Công nghiệp TP.HCM,Đại học Công nghiệp TP.HCM
THPT Gò Đen,Trường THPT Gò Đen,THPT Gò Đen
Cao Đẳng Sư Phạm Hưng Yên,Trường Cao đẳng Cộng Đồng Hưng Yên,Cao đẳng Cộng Đồng Hưng Yên
Trường THPT Lông Bông,TRƯỜNG THPT HOÀNG LONG - HANOI TOKYO,THPT HOÀNG LONG - HANOI TOKYO
Xuan Truong,Lương Xuân Trường,Lương Xuân Trường
THPT Hòa Thuận,Trường THPT Hòa Thuận,THPT Hòa Thuận
Thcs Song Da,Trường THCS Sông Đà,THCS Sông Đà
THPT Tiên Lãng,Trường THPT Tiên Lãng,THPT Tiên Lãng
THCS Bình Ninh,Trường Trung Học Cơ Sở Bình Ninh,Trung Học Cơ Sở Bình Ninh
THPT Bán Công Ninh Bình,Trường THPT Ninh Bình - Bạc Liêu,THPT Ninh Bình - Bạc Liêu
pho thong thu thua,Trường THPT Thủ Thừa,THPT Thủ Thừa
THCS Hậu Gianq,Trường THCS Hậu Giang,THCS Hậu Giang
THPT Dưỡng Diềm,Trường THPT Dưỡng Điềm,THPT Dưỡng Điềm
TH THCS THPT Ngô Thời Nhiệm,"TH,THCS,THPT NGÔ THỜI NHIỆM","H,THCS,THPT NGÔ THỜI NHIỆM"
Trường THPT Bắc Kiến Xương,Trường THPT Bắc Kiến Xương,THPT Bắc Kiến Xương
TRƯỜNG SĨ QUAN CHỈ HUY KĨ THUẬT KHÔNG QUÂN,Trường Sĩ Quan Không Quân,Sĩ Quan Không Quân
Trường Trung Học Phổ Thông Thái Phiên,Trường THPT Thái Phiên,THPT Thái Phiên
ĐHBK Trung Học Đn,Trường Đại học Bách Khoa - Đại học Đà Nẵng,Đại học Bách Khoa - Đại học Đà Nẵng
Trường THCS Trần Quang Diệu,Trường THCS Trần Quang Diệu,THCS Trần Quang Diệu
DH Y Duoc TPHCM,Đại học Y Dược Thành phố Hồ Chí Minh,Đại học Y Dược Thành phố Hồ Chí Minh
Truong DHDT,Trường Đại học Đồng Tháp,Đại học Đồng Tháp
RMIT International University,"Trường Đại Học RMIT, cơ sở Hà Nội","Đại Học RMIT, cơ sở Hà Nội"
DH CSND TPHCM,Trường Đại học Cảnh sát Nhân dân,Đại học Cảnh sát Nhân dân
Trường THCS Trần Quang Khải - Đà Nẵng,Trường THCS Trần Quang Khải,THCS Trần Quang Khải
"Truong THPT Le Thanh Ton, Q7",Trường THPT Lê Thánh Tôn,THPT Lê Thánh Tôn
Trường CĐ nghề KT-KT số 1 Nghệ An,Cao Đẳng Nghề Kinh Tế Kỹ Thuật Số 1,Cao Đẳng Nghề Kinh Tế Kỹ Thuật Số 1
Post and Telecommunication Institute of Technology,Học viện Công nghệ Bưu chính Viễn thông Cơ Sở Tại TP. Hồ Chí Minh· (Posts and Telecommunications Institute of Technology HCM Branch),Học viện Công nghệ Bưu chính Viễn thông Cơ Sở Tại TP. Hồ Chí Minh·
THPT Le Quy Don TPHCM,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
"Truong Tieu hoc Phu Lam, Quan 6",Trường Tiểu học Phú Lâm,Tiểu học Phú Lâm
Trung học cơ sở Nguyễn Thị Thập,Trường THCS Nguyễn Thị Thập,THCS Nguyễn Thị Thập
"Trường Trung học phổ thông Ngô Quyền 1360, Huỳnh Tấn Phát, Quận 7",Trường THPT Ngô Quyền,THPT Ngô Quyền
trường trung học phổ thông quế sơn,Trường THPT Quế Sơn,THPT Quế Sơn
Truong THPT DTNT Dong Nai,Trường Phổ thông DTNT- THCS - THPT Điểu Xiểng,Phổ thông DTNT- THCS - THPT Điểu Xiểng
Trường THPT Sơn Hà,Trường THPT Sơn Hà,THPT Sơn Hà
HUTECH - University of Technology,Trường Đại Học Công Nghệ TP.HCM - HUTECH (Ho Chi Minh City University of Technology - HUTECH),Đại Học Công Nghệ TP.HCM - HUTECH
du bi dh dan toc tw nha trang,Trường Dự Bị Đại Học Dân Tộc Trung Ương,Dự Bị Đại Học Dân Tộc Trung Ương
"Trường THPT Bùi Thị Xuân, thành phố huế",Trường THPT Bùi Thị Xuân,THPT Bùi Thị Xuân
Trường THCS Phan Tây Hồ,Trường THCS Phan Tây Hồ,THCS Phan Tây Hồ
Trường THPT Nguyễn Công Trứ (TT.Xuân An - Nghi Xuân - Hà Tĩnh),Trường THPT Nguyễn Công Trứ,THPT Nguyễn Công Trứ
Trường THPT Nguyễn Chí Thanh_Gia Lai,Trường THPT Nguyễn Chí Thanh,THPT Nguyễn Chí Thanh
Trung Học Phổ Thông Phú Nhuận,Trường THPT Phú Nhuận,THPT Phú Nhuận
THPT TUY PHUOC 2,Trường THPT Số 2 Tuy Phước,THPT Số 2 Tuy Phước
THPT Hoà Vang,Trường THPT Hòa Vang,THPT Hòa Vang
THCS trieu dai,Trường THCS Triệu Đại,THCS Triệu Đại
Trung cấp Y tế Vĩnh Long,Trường Trung Cấp Y Tế Vĩnh Long,Trung Cấp Y Tế Vĩnh Long
Trường công nhân kỹ thuật Việt Xô Ninh Bình,Trường Cao đẳng nghề cơ điện xây dựng Việt Xô,Cao đẳng nghề cơ điện xây dựng Việt Xô
THCS Phú Thượng,Trường THCS Phú Thượng,THCS Phú Thượng
THPT Bến Tắm,Trường THPT Bến Tắm,THPT Bến Tắm
Trường THPT Vĩnh Định,Trường THPT Vĩnh Định,THPT Vĩnh Định
PT Nguyễn Trường Tộ Huế,Trường THPT Nguyễn Trường Tộ,THPT Nguyễn Trường Tộ
Thpt so 1 nghja hanh,Trường THPT Số 1 Nghĩa Hành,THPT Số 1 Nghĩa Hành
ĐH Hành chính,Học viện Hành chính Quốc Gia,Học viện Hành chính Quốc Gia
truong trung hoc co so phuoc binh,Trường THCS Phước Bình - TP.Thủ Đức,THCS Phước Bình - TP.Thủ Đức
Văn Lang University,Trường Đại học Văn Lang - Cơ sở 1,Đại học Văn Lang - Cơ sở 1
Truong THPT cao ba quat-nui thanh-quang nam,Trường THPT Cao Bá Quát,THPT Cao Bá Quát
Thpt Bà Rịa,Trường THPT Bà Rịa,THPT Bà Rịa
Hoc Vien Hanh Chinh Quoc Gia Tp.HCM,Học viện Hành chính Quốc gia,Học viện Hành chính Quốc gia
THCS Thới Bình Cần Thơ,Trường THCS Thới Bình,THCS Thới Bình
DH Mo TP HCM,Trường ĐH Mở TP. Hồ Chí Minh,ĐH Mở TP. Hồ Chí Minh
Truong THPT Ayunpa,Trường THPT Lê Thánh Tông,THPT Lê Thánh Tông
THPT Hiếu Phụng,Trường THPT Hiếu Phụng,THPT Hiếu Phụng
Trường Cao Đẳng Cảnh Sát Nhân Dân I - T38,Trường Cao đẳng Cảnh Sát Nhân Dân 1,Cao đẳng Cảnh Sát Nhân Dân 1
Trường Đại học Tài chính - Kế toán Quảng Ngãi,Trường Đại học Tài chính - Kế toán,Đại học Tài chính - Kế toán
Hue University of Foreign Languages,Trường Đại Học Ngoại Ngữ Huế,Đại Học Ngoại Ngữ Huế
THCS Phan Tây Hồ School,Trường THCS Phan Tây Hồ,THCS Phan Tây Hồ
THPT Hoàng Diệu,Trường THPT Hoàng Diệu,THPT Hoàng Diệu
THPT Lưu Văn Liệt,Trường THPT Lưu Văn Liệt,THPT Lưu Văn Liệt
Tran ky phong high school,Trường THPT Trần Kỳ Phong,THPT Trần Kỳ Phong
"THPT  Trường Chinh, Chư Sê, Gia Lai",Trường THPT Trường Chinh,THPT Trường Chinh
Tuyển Sinh Cao Đẳng Du Lịch Nha Trang,Trường Cao Đẳng Du Lịch Nha Trang,Cao Đẳng Du Lịch Nha Trang
Trường Cao Đẳng Nghề Quốc Tế Nam Việt,Trường Cao đẳng Nghề Quốc tế Nam Việt,Cao đẳng Nghề Quốc tế Nam Việt
THPT LẠC SƠN A,Trường THPT Lạc Sơn,THPT Lạc Sơn
Trường Cao đẳng Sư phạm Hoà Bình,Trường Cao đẳng Sư phạm Hòa Bình,Cao đẳng Sư phạm Hòa Bình
"THPT Lương Văn Cù, Chợ Mới, An Giang",Trường THPT Lương Văn Cù,THPT Lương Văn Cù
Thcs Đỗ Đăng Tuyễn,Trường THCS Đỗ Đăng Tuyển,THCS Đỗ Đăng Tuyển
Đại Học F.A,Trường Đại học Hà Nội,Đại học Hà Nội
THCS Trần Hưng Đạo - Quảng Ngãj,Trường THCS Trần Hưng Đạo,THCS Trần Hưng Đạo
"THPT Nguyễn Trải - TP Tuy Hoa,Phu Yen",Trường THPT Nguyễn Trãi,THPT Nguyễn Trãi
Truong thptbc Gio linh,Trường THPT Bán Công Gio Phong,THPT Bán Công Gio Phong
CD Sư Phạm Quang Tri,Trường Cao đẳng sư phạm Quảng Trị,Cao đẳng sư phạm Quảng Trị
THPT Gia Hội - Tp Huế,Trường THPT Gia Hội,THPT Gia Hội
Trường THCS LỘC BỔN,Trường THCS Lộc Bổn,THCS Lộc Bổn
THCS Ngô Mây,Trường THCS Ngô Mây,THCS Ngô Mây
THPT Ninh Chau,Trường THPT Ninh Châu - Quảng Bình,THPT Ninh Châu - Quảng Bình
Trường THPT Nguyễn Hồng Đạo,Trường THPT Nguyễn Hồng Đạo,THPT Nguyễn Hồng Đạo
Trường THPT An Khánh - Can Tho City,Trường THPT An Khánh,THPT An Khánh
THCS Nghĩa Chánh,Trường THCS Nghĩa Chánh,THCS Nghĩa Chánh
Học Viện Bóng Đá Hoàng Anh Gia Lai Arsenal JMG,Học viện Bóng đá Hoàng Anh Gia Lai Arsenal JMG,Học viện Bóng đá Hoàng Anh Gia Lai Arsenal JMG
Trường THPT Bình Sơn,Trường THPT Bình Sơn,THPT Bình Sơn
Trường THPT Nguyễn Huệ - Tây Sơn - Bình Định,Trường THPT Nguyễn Huệ - Bình Định,THPT Nguyễn Huệ - Bình Định
CĐSP Đà Lạt,Trường Cao đẳng Sư phạm Đà Lạt,Cao đẳng Sư phạm Đà Lạt
"Trung học phổ thông Thái Phiên, Đà Nẵng, Việt Nam",Trường THPT Thái Phiên,THPT Thái Phiên
Trường ĐH Sư phạm Kỹ thuật TP.HCM,Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh,Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh
Trường THPT Lý Tự Trọng - Bình Trị,Trường THPT Lý Tự Trọng,THPT Lý Tự Trọng
THCS Hoàng Hoa Thám,Trường THCS Hoàng Hoa Thám,THCS Hoàng Hoa Thám
Cơ sở 2 - Đại học Thủy Lợi,Trường Đại Học Thủy Lợi,Đại Học Thủy Lợi
Tô Văn Ơn,Trường THPT Tô Văn Ơn,THPT Tô Văn Ơn
