text,normed_text
Trường ĐHKT Hà Nội,ĐH Kiến trúc Hà Nội
Trươờng Đaại Hoọc Lâm Ngiêệp,ĐH Lâm Nghiệp
Truong TCN KTNV Ton Duc Thang,TC Nghề Kỹ thuật nghiệp vụ Tôn Đức Thắng
trung tam gdtx tinh phu tho,GDNN-GDTX Phú Thọ
CongNghiepHaNoi,ĐH Công nghiệp Hà Nội
truong cao dang kinh te ky thuat can tho,CĐ Kinh tế Kỹ thuật Cần Thơ
Truong DH Thuong Mai,ĐH Thương mại
Truong THPT Binh My,THPT Bình Mỹ
trung hoc pho thong tra on,THPT Trà Ôn
cao đẳng y tế tg,CĐ Y tế Tiền Giang
trường THPT Lương Thế Vinh ( Điện bàn- quảng nam),THPT Lương Thế Vinh
đhsp tp hcm,ĐH Sư phạm TP.HCM
đại học sư phạm kỷ thuật thành phố hồ chí minh,ĐH Sư phạm Kỹ thuật TP.HCM
Trung hoc Dinh Tien Hoang,THPT Đinh Tiên Hoàng
đh kinh tế - đh quốc gia hà nội,ĐH Kinh tế - ĐH Quốc gia Hà Nội
cd dl đn,CĐ Du Lịch Hà Nội
Trường Cao Đẳng Đại Việt Sài Gòn,CĐ Đại Việt Sài Gòn
cao dang cog nghiep hung yen,CĐ Công nghiệp Hưng Yên
cao đẳng nghề ktcn việt nam hàn quốc,CĐ Kỹ Thuật Công Nghiệp Việt Nam Hàn Quốc
TTHPT Vĩnh Xuân,THPT Vĩnh Xuân
đh sp đà nẵng,ĐH Sư Phạm - ĐH Đà Nẵng
đại học quốc gia hà nọi,ĐH Quốc gia Hà Nội
Truong Trường THPT Nguyen Thi Minh Khaj - Ðak Ðoa - Gia Lai,THPT Nguyễn Thị Minh Khai
Trường THPT Hải Lăng,THPT Hải Lăng
đại học khoa học xã hội và nhân văn-dhqg tp.hcm,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
cao đẳng thương mại du lịch hà nội,CĐ Thương mại Du Lịch
cao dang thuong mai dn,CĐ Thương mại Đà Nẵng
đại học ngoại ngữ hà nội việt nam,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
Trường THPH Yên lạc 1,THPT Yên Lạc
Trường THPT dao san,THPT Dào San
truong cao dang bach viet tp hcm,CĐ Bách Việt
cao đẳng sư phạm tỉnh yên bái,CĐ Sư Phạm Yên Bái
Trung Hoc Quan Y 2,CĐ Quân Y
Trường THPT ca van thinh,THPT Ca Văn Thỉnh
cao dang kinh te ki thuat ha noi,CĐ Kinh tế Kỹ Thuật Hà Nội
đại học công nghiệp quảng ninh(quangninh university of industry),ĐH Công nghiệp Quảng Ninh
"THPT  Lê Hồng Phong, Tây Hòa, Phú Yên",THPT Lê Hồng Phong
cao đẳng sưu phạm uông bí,CĐ Sư Phạm Quảng Ninh
đại học khoa học tự nhiên đhqg thành phố hồ chí minh,ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
Trường THPT thi tran damri,THPT Thị Trấn Đạm Ri
Trường THPT bach viet,THPT Bách Việt
truong dai hoc kinh bac bac ninh ukb,ĐH Kinh Bắc
cao đẳng y tế quảng ning,CĐ Y tế Quảng Ninh
"Trường THPT Ngô Thì Nhậm- Tam Điệp ,Ninh Bình",THPT Ngô Thì Nhậm
đại học  sư phạm kĩ thuật vĩnh long,ĐH Sư phạm Kỹ thuật Vĩnh Long
cao đẳng bách nghệ hả phòng,CĐ Bách Nghệ Hải Phòng
HỌC VIỆN PHẬT GIÁO VIỆT NAM TẠI TP.HCM,HV Phật giáo Việt Nam
THPT Tân An-An Dương-Hải Phòng,THPT Tân An
Trường THPTHH chuyên ban Cao Lãnh,THPT TP Cao Lãnh
COFER,CĐ Kinh Tế Đối Ngoại
"thpt phuoc long, Q.9",THPT Phước Long
"THPT chuyên Thủ Khoa Nghĩa, Châu Đốc, An Giang",THPT Chuyên Thủ Khoa Nghĩa
gdnn gdtx huyen thuong tin,GDNN-GDTX Thường Tín
cao dang su pham tp hcm vn,CĐ Sư phạm Trung ương TP.HCM
Trường Cao đẳng nghề 7 - QK7,CĐ Nghề Bộ Quốc Phòng
Trương CDN Du Lich va Thuong Mai Nghe An,CĐ Nghề Du Lịch Thương mại Nghệ An
"đại học khoa học tự nhiên, đại học quốc gia hà nội (sinh viên)",ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
Dai hoc tdtt tphcm,ĐH Thể dục Thể thao TP.HCM
trung hoc pho thong ky anh,THPT Kỳ Anh
cao dang kinh te ky thuat dong nai,CĐ Kỹ Thuật Đồng Nai
TRường THPT Cần Giuộc,THPT Cần Giuộc
Trường Đại học Quốc tế Sài Gòn - SIU,ĐH Quốc tế Sài Gòn
THPT anlacthon,THPT An Lạc Thôn
truong trung hoc pho thong loc thanh,THPT Lộc Thanh
cd cong nghe va qtdn,CĐ Công nghệ và Quản trị doanh nghiệp
"đại học ngoại thương, hà nội",ĐH Ngoại thương
thph so 2 phu my,THPT Phù Mỹ
truong PTTH Cam Lộ,THPT Cam Lộ
Trường THPT chuyen khoa hoc tu nhien,THPT chuyên Khoa học tự nhiên
Giao thông vạn tải Hà nội,ĐH Giao thông Vận tải
cao dang ban cong cong nghe quan tri doanh nghiep,CĐ Bán công Công nghệ và Quản trị doanh nghiệp
đại học xã hội �,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia Hà Nội
Trường thpt chiêm hoá,THPT Chiêm Hóa
Thpt Trần Ân Chiêm,THPT TRẦN ÂN CHIÊM
thpt toan thang,THPT Toàn Thắng
THPT NGUYEN VAN THIET,THPT Nguyễn Văn Thiệt
cao đẳng công nghiệp 4 tp.hcm,ĐH Công nghiệp TP.HCM
Đại Học Bách Khoa – Đại Học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
Trường Đại Học Quốc Tế Hồng Bàng TP.HCM,ĐH Quốc Tế Hồng Bàng
cao đẳng giáo dục mầm non,CĐ Sư phạm Mầm non Trung Ương
tthpt nguyen trai,THPT Nguyễn Trãi
Cao đẳng Y tế Thái Bình,CĐ Y tế Thái Bình
cao đẳng y tế kiêng giang,CĐ Y tế Kiên Giang
Truong TTPT Kinh Mon,THPT Kinh Môn
THPT Nguyễn Thượng Hiền - HCM,THPT Nguyễn Thượng Hiền
Trường THPT Tuy Phước,THPT Tuy Phước
đh kt tp.hcm,ĐH Kinh tế TP.HCM
tthpt đinh chương dương,THPT Đinh Chương Dương
cd cong nghe vs qtdn,CĐ Công nghệ và Quản trị doanh nghiệp
Trường THPT thong nong truoc 10 01 2020,THPT Thông Nông
THPT Nguyễn Hiền,THPT Nguyễn Hiền
cd sp bac ninh,CĐ Sư Phạm Bắc Ninh
"Trường THPT Bắc Sơn , huyện Phổ Yên",THPT Bắc Sơn
cao dang van hoa va nghe thuat du lich nha trang,CĐ Văn Hóa Nghệ Thuật Du Lịch Nha Trang
Cao Đẳng Nông Nghiệp Nam Bộ Tiền Giang,CĐ nông nghiệp Nam Bộ
cd pkuog dong,CĐ Phương Đông Đà Nẵng
Trường Đại Học Văn Lang Tp Hcm,ĐH Văn Lang
PVMTC - Trường Cao đẳng Dầu khí,CĐ Dầu khí
Truong Trung Hoc Pho Thong Vo Lai,THPT Võ Lai
THPT Nam Sach,THPT Nam Sách
cao đẳng skđa - tp hcm,ĐH Sân khấu Điện ảnh TP.HCM
Trường THPT Lê Hồng Phong - Vũng Tàu,THPT Lê Hồng Phong
THPT Than Uyên,THPT Than Uyên
THPT Hoàng Quốc Việt Bắc Ninh,THPT Hoàng Quốc Việt
đh sư pham hà nôj 2,ĐH Sư Phạm Hà Nội 
đh xây dựng hanoi,ĐH Xây Dựng Hà Nội
THPT Phan Châu Trinh Đà Nẵng .PTCS Nguyễn Trãi,THPT Phan Châu Trinh
Đại học CN Quảng Ninh,ĐH Công nghiệp Quảng Ninh
THPT Tây Tiền Hải,THPT Tây Tiền Hải
cao đẳng công nghiệp thực phẩm tphcm,ĐH Công nghiệp Thực phẩm TP.HCM
cao dang du lich vung tau.,CĐ Du lịch Vũng Tàu
đhdl phương đông - thanh xuân - hà nội,ĐH Phương Đông
Trường THPT cao ba quat tu 2018,THPT Cao Bá Quát
truong trung cap nghe duc hoa,TC Nghề Đức Hòa
THPT Cao Ba Quat Quang Nam,THPT Cao Bá Quát
Trung Học Phổ Thông Gang Thép-Thái Nguyên,THPT Gang Thép
Trường PTTH Gia Viễn A- Gia Viễn - TP Ninh Bình,THPT Gia Viễn
Thpt Tpcl,THPT TP Cao Lãnh
truong th Trường THCS va Trường THPT quoc te hoa binh,THCS-THPT Quốc tế Hòa Bình
đh văn hóa hà nội 418 đê la thành,ĐH Văn hóa Hà Nội
THPT Ấp Bắc,THPT tư thục Ấp Bắc
THPT Kiến Thụy Hải Phòng,THPT Kiến Thụy
THPT 3 -TP Lào Cai,THPT TP Lào Cai
ĐAI HỌC BÌNH DƯƠNG,ĐH Bình Dương
cao đẳng công nghiệp hanoi,CĐ nghề Công nghiệp Hà Nội
Trường Cao đẳng Kinh tế - Công nghệ TP.HCM - HIAST,CĐ Kinh tế Công nghệ TP.HCM
đại học năm lâm,ĐH Nông Lâm
Trường Đại Học Bách Khoa - ĐHQG Tp.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
Trường Đại Học Nghề Mỏ Hồng Cẩm - Vinacomin,CĐ Nghề Mỏ Hồng Cẩm
Havert university,ĐH Harvard
Đại Học Thủy Lợi ( Cơ sở 1 ),ĐH Thủy Lợi
truong dai hoc quy nhon.,ĐH Quy Nhơn
đh kinh tế kỹ thuật cn hà nội,ĐH Kinh tế Kỹ thuật Công nghiệp
cao dang hoa bjnh,CĐ Hòa Bình Xuân Lộc
phổ thông An Dươntrg,THPT An Dương
đại học haui hà nội,ĐH Công nghiệp Hà Nội
trung hoc pho thong ham thuan nam,THPT Lương Thế Vinh
truong cao dang nghe lilama 1,CĐ Công Nghệ Quốc Tế Lilama
Trường THPT Lê Thánh Tông,THPT Lê Thánh Tông
Đại học Khoa học Xã hội và Nhân văn - TP. Hồ Chí Minh,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
Trường THCS và THPT Hóa Tiến,THCS-THPT Hóa Tiến
đại học sư phạm i,ĐH Sư phạm Hà Nội
đại học công nghệ hcm,ĐH Công Nghệ TP.HCM
Cao Đẳng Hàng Hải 1,CĐ Hàng Hải
DHYK Thai Nguyen,ĐH Y Dược Thái Nguyên
Trung học phổ thông Quảng xương I,THPT Quảng Xương
cao dang cong nghiep viet duc vinh phuc,CĐ Nghề Vĩnh Phúc
Trường THPT Cheghevara,THPT Chêguevara
"THCS - THPT Chu Văn An, Móng Cái",THPT Chu Văn An
cao dang du lich hu,CĐ Du Lịch Huế
trung tam gd nghe nghiep gd thuong xuyen huyen sin ho,GDNN-GDTX Sìn Hồ
Trường THPT tinh tuc,THPT Tinh Túc
pho thong chu van an,THPT Chu Văn An
Trung Học Phổ Thông Tháp Mười,THPT Tháp Mười
cao đẳng y tế hà tĩnhtinh,CĐ Y Tế Hà Tinh
Trường THPT Trần nhật Duật,THPT Trần Nhật Duật
cao đẳng dệt may thiết kế thời trang hà nội,CĐ May Thiết Kế Thời Trang Hà Nội
đh kinh tế - kỹ thuật - cn hn,ĐH Kinh tế Kỹ thuật Công nghiệp
DH su pham ky thuat TPHCM,ĐH Sư phạm Kỹ thuật TP.HCM
"cao đẳng y tế hà nội, 35 đoàn thị điểm",CĐ Y tế Hà Nội
Trường Đại Học Công Nghệ Sài Gòn (STU),ĐH Công Nghệ Sài Gòn
ptth ba thuoc,THPT Bá Thước
cao dang tn va mt mien trung,ĐH Tài Nguyên Môi Trường Hà Nội
cao dang nghe ky thuat cong nghe tp ho chi minh,CĐ Kỹ Nghệ 
Trường THPT buon ho,THPT Buôn Hồ
cao đẳng nghề kiêng giang,CĐ nghề Kiên Giang
THPT Dương Háo Học,THPT Dương Háo Học
ĐH Giao thông vận tải cơ sở 2,ĐH Giao thông Vận tải
cao dang y te ha tjnh,CĐ Y Tế Hà Tinh
THPT AN LAC THON,THPT An Lạc Thôn
Trường THPT chuyên Hoàng Văn Thụ,THPT Chuyên Hoàng Văn Thụ
đại học tự nhiên hà nội,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
Đại Học Y Dược TPHCM,ĐH Y Dược TP.HCM
đại học công nghiệp tp.tphcm,ĐH Công nghiệp TP. HCM
đhkhxh&nv hồ chí minh,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
Trường THPT binh lu,THPT Bình Lư
trung cap nong nghiep Viet Yen Bac Giang,ĐH Nông Lâm
trung hoc pho thong lap vo3,THPT Lấp Vò
Trường THCS-THPT chau a thai binhduong,THCS-THPT Châu á Thái BìnhDương
CĐ Y TẾ HUẾ,CĐ Y tế Huế
Dan Lap Le Thanh Ton,THPT Dân lập Lê Thánh Tôn
đh thái nguyên-trường đh công nghệ thông tin và truyền thông,ĐH Công nghệ Thông tin Truyền thông Thái Nguyên
cao dang y dien bien,CĐ Y Tế Điện Biên
tt giao duc nghe nghiep gdtx huyen lap vo,GDNN-GDTX Lấp Vò
đh sư phạm thành phố  hồ chí minh,ĐH Sư phạm TP.HCM
đhd hà nội,ĐH Hà Nội
đại học sân khấu điện ảnh tp.hcm,ĐH Sân khấu Điện ảnh TP.HCM
dhqghn,ĐH Quốc Gia Hà Nội
gdnn gdtx bac me,GDNN-GDTX Bắc Mê
cao đẳng vhnt tây bắc,CĐ Văn Hóa Nghệ Thuật Tây Bắc
Truong THCS vaTHPT tran de,THCS-THPT Trần Đề
VNU-IS,ĐH Quốc Gia Hà Nội
TRHPT Binh Dong,THPT Bình Đông
cao dang nghe thua thien hue,CĐ Nghề Thừa Thiên Huế
"THPT SỐ 1 MỘ ĐỨC, MỘ ĐỨC, QUẢNG NGÃI.",THPT Mộ Đức
cao dang nghe co dien tam diep,CĐ Nghề Cơ điện Xây dựng
THPT Nguyen Thjen Thuat,THPT Nguyễn Thiện Thuật
"THPT Nguyễn Thông, Châu Thành, Long An",THPT Nguyễn Thông
đh su pham tdtt tp hcm,ĐH Sư Phạm Thể Dục Thể Thao
cao dang day nghe so 8,CĐ nghề Bộ Quốc phòng
dai hoc luat tra vinh 2012 2016,ĐH Trà Vinh
Trường THCS-THPT phú tân,THCS-THPT Phú Tân
Trường THPT dl le thanh ton,THPT Dân Lập Lê Thánh Tôn
trường THPT Gia Nghĩa,THPT Gia Nghĩa
thpt quynh luu 1 nghe an,THPT Quỳnh Lưu
đhdl đông đô - hà nội,ĐH Đông Đô
"THPH Nguyễn Huệ, Bình Phước",THPT Nguyễn Huệ
cao đẳng nghề nông nghiệp và phát triển nông thôn thanh hóa,CĐ Nghề Nông Nghiệp Phát Triển Nông Thôn Thanh Hóa
đh kinh tế-luât dhqgtphcm,ĐH Kinh tế Luật - ĐH Quốc Gia TP.HCM
Trường ĐH Y Dược Hải Phòng,ĐH Y Dược Hải Phòng
truong trung hoc pho thong my van,THPT Mỹ Văn
THPT NGHI LỘC 1,THPT Nguyễn Duy Trinh
cao dang ngke duog sat.,CĐ Đường sắt
Cao đẳng sư phạm mầm non bà rịa vũng tàu,CĐ Sư phạm Bà Rịa Vũng Tàu
THPT Nguyễn Thái Bình - Đức Trọng - Lâm Đồng,THPT Nguyễn Thái Bình
trung học phổ thông Phan Đình Phùng,THPT Phan Đình Phùng
Trường THPT truong vinh ky,THPT Trương Vĩnh Ký
đh kinh kế đà nẵng,ĐH Kinh tế - ĐH Đà Nẵng
ĐH Duy Tân - TP Đà Nẵng,ĐH Duy Tân
pt hermann gmeiner da lat,THPT Hermann Gmeiner
gdtx yen minh,GDNN-GDTX Yên Minh
THPT AnLao,THPT An Lão
CÐ KTKH DA NANG,CĐ Kinh tế Kế hoạch Đà Nẵng
cao đẳng cảnh sát nhân dân ii,CĐ Cảnh Sát Nhân Dân
Trường Trung học phổ thông huyện U Minh,THPT U Minh
cd su pham da lat,CĐ Sư phạm Đà Lạt
Dh kinh te thanh pho ho chi minh,ĐH Kinh tế TP.HCM
pho thong xuan truong,THPT Xuân Trường
Trường THPT thien truong,THPT Thiên Trường
Đại Học Sư Phạm - Đại Học Huế,ĐH Sư Phạm - ĐH Huế
Trường THPT Huỳnh Thúc Kháng Tiên Phước Quảng Nam,THPT HUỲNH THÚC KHÁNG
dai hoc phu yen,ĐH Phú Yên
cao dang thuy san bak ninh,CĐ Kinh Tế Kỹ Thuật và Thủy Sản
cd dlich hanoi,CĐ Du Lịch Hà Nội
đại học ngoại ngữ dhqg hanoi,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
THPT Nhi truong,THPT Nhị Trường
Tay Nguyen University,ĐH Tây Nguyên
THPT Bắc Trà My,THPT Bắc Trà My
Truong THPT Quan Quan Sơn 2,THPT Quan Sơn
Thpt lý tự trọng-dăklăk,THPT Lý Tự Trọng
đại học south florida,ĐH Nam Kinh
đại học y nghệ an,ĐH Y khoa Vinh
THPT Nguyễn Cảnh Chân,THPT Nguyễn Cảnh Chân
thpt vo giu,THPT Võ Giữ
Đại Học Mỹ Thuật Công Nghiệp,ĐH Mỹ thuật Công nghiệp
cd cong nghjep tuy hoa,CĐ Công Thương Miền Trung
cao đẳng kinh tế kỹ thuật hà nôi,CĐ Kinh tế Kỹ Thuật Hà Nội
THPT Yen Dinh II,THPT YÊN ĐỊNH
cao dang yte tv,CĐ Y tế Trà Vinh
Trường THPT ban cong tan phu thanh,THPT Tân Phú Thạnh
Trường THPT dậy nghề  huyện lập thạch,GDNN-GDTX Lập Thạch
trường trung học phổ thông mộ đức,THPT Mộ Đức
cao dang ky thuat nghe ladec,CĐ Nghề Kỹ Thuật Công Nghệ Ladec
truong trung hoc pho thong dieu cai,THPT Điểu Cải
trung học phổ thông nguyễn văn huyên,THPT Nguyễn Văn Huyên
Trường Trung cấp KT - CN Đông Nam,TC Kinh tế Công nghệ Đông Nam
truong trung hoc pho thong chau thanh tra vinh,THPT Vũ Đình Liệu
cao dang cong nghe thu duc - tphcm,CĐ Công nghệ Thủ Đức
phổ thông cầm bá thước,THPT Cầm Bá Thước
Trường THPT dân lập vĩnh yên,THPT Vĩnh Yên
Kinh te ky thuat an giang,TC Kinh tế Kỹ thuật
dai hoc ngaoi thuong,ĐH Ngoại thương
Trường THPT sơn la,THPT Chuyên Sơn La
truong tc nghe an khe,TC Nghề An Khê
đh kỹ thuật công nghệ tphcm,ĐH Kỹ Thuật Công Nghệ TP.HCM
Truờng THPT Lang Chánh,THPT Lang Chánh
Trường CĐ KTKT Quảng Nam,CĐ Quảng Nam
"THPT Nguyễn Trãi, Phú Yên",THPT Nguyễn Trãi
THPT ngo quyen quan7,THPT Ngô Quyền
cao đẳng nghề ktcn ladec,CĐ Nghề Kỹ Thuật Công Nghệ Ladec
đại học giao thông.,ĐH Giao thông Vận tải
cao đẳng kt-kt quảng nam,CĐ Quảng Nam
Trường THPT diễn châu5,THPT Diễn Châu
THPT Bùi Thị Xuân Huế,THPT Bùi Thị Xuân
Trung cấp cảnh sát nhân dân I - T38,CĐ Cảnh Sát Nhân Dân
đại học sy quan lục quân ii,Sĩ quan Lục quân
TH PT nguyễn hoàng,THPT Nguyễn Hoàng
Truong trung hoc ky thuat Vinh Long,ĐH Sư phạm Kỹ thuật Vĩnh Long
"THPT Kim Bôi, Hòa Bình",THPT Kim Bôi
cao dang kinh te ke hoach da nang,CĐ Kinh tế Kế hoạch Đà Nẵng
CD CNTT tphcm,CĐ Công Nghệ Thông Tin TP.HCM
cao dang y thah hoa,CĐ Y tế Thanh Hóa
"THPT  Phạm Văn Đồng, Ninh Phước, Ninh Thuận",THPT Phạm Văn Đồng
Cao Dang Y te Thai Binh,CĐ Y tế Thái Bình
cao đẳng công nghiệp nam dinh,CĐ Công nghiệp Nam Định
cd su pham tw tphcm,CĐ Sư phạm Trung ương TP.HCM
cao đẳng dược phương đông đà nẵng,CĐ Phương Đông Quảng Nam
truong si quan chi huy ky thuat quan su,ĐH Trần Đại Nghĩa
Đại Học Hoa Lư,ĐH Hoa Lư
CD du lich hp,CĐ Du lịch Hải Phòng
tt gdtx ktth hn dn son tra,GDNN-GDTX Sơn Trà
THPT Tam Dao 2,THPT Tam Đảo
gdnn gdtx huyen quoc oai,GDNN-GDTX Quốc Oai
dh giao thong van tai tp hcm gts,ĐH Giao thông Vận tải TP.HCM
THPT Phan Huy Ích,THPT Phan Huy Chú
Trường THPT Thuận Thành số 2,THPT Thuận Thành
trung hoc pho thong phu quoi,THPT phú quới
Trường THPT Phan Đình Phùng - Hải Phòng,THPT Phan Đình Phùng
cao dang ky thuat cong nghe thong tin,CĐ Công nghệ Thông tin TP.HCM
cao dang cong nghiep va xay dung tp uong bi quang ninh,CĐ Công nghiệp và Xây dựng
Dh Tai Nguyen Va Moi Truong Ha Noi,ĐH Tài nguyên Môi Trường Hà Nội 
tt gdnn gdtx chau thanh,GDNN-GDTX Châu Thành
cd cog ngjep tuy hoa,CĐ Công Thương Miền Trung
truong trung hoc pho thong chau thanh b,THPT Châu Thành
THPT Kinh mon 2,THPT Kinh Môn
Cao dang dien luc tp ho chi minh,CĐ Điện lực TP.HCM
Đại Học Công Đoàn,ĐH Công Đoàn
trung học phổ thông chi lăng,THPT Chi Lăng
cao dang gtvt duong thuy1,CĐ Giao Thông Vận Tải Đường thủy
cao dang cong nghiep tuy hoa,CĐ Công nghiệp và Thương mại
Giáo dục mầm non- Cao đẳng sư phạm Trung Ương,CĐ Sư phạm Mầm non Trung Ương
"đại học nghệ thuật - seoul, korea",ĐH Nghệ thuật Quốc gia Seoul
Đại Học KT&QTKD - ĐHTN,ĐH Kinh tế - ĐH Quốc gia Hà Nội
Trường THPT Phu Njnh,THPT Phù Ninh
trung hoc pho thong binh dien,THPT Bình Điền
Trường TCKT CNN Quảng Bình,CĐ KỸ THUẬT CÔNG NÔNG NGHIỆP
Đại Học Quốc tế - ĐHQG - TPHCM,ĐH Quốc Tế - ĐH Quốc gia TP.HCM
Cao Đẳng ISPACE,CĐ An Ninh Mạng iSPACE
Truong trung cap nghe gia lai,CĐ Nghề Gia Lai
cao đẳng kinh tế tài chánh vĩnh long,ĐH Kinh tế TP.HCM
Vietnam National Academy of Music,HV Âm Nhạc Quốc Gia Việt Nam
cao dang cong nge dn,ĐH Sư Phạm Kỹ thuật - ĐH Đà Nẵng
Trường THPT Nguyễn Thái Bình Tphcm,THPT Nguyễn Thái Bình
Truog trung hoc pho thong so 2 duc pho,THPT Đức Phổ
Trường Trung Học Phổ Thông Châu Thành,THPT Châu Thành
Trường PTTH Thạch Thành 1,THPT Thạch Thành
Confessions GDTX Chu Văn An Q5,GDNN-GDTX Chu Văn An
"THPT HUỲNH VĂN SÂM,CÁI BÈ,TIỀN GIANG",THPT Huỳnh Văn Sâm
Trường THPT hoa ninh,THPT Hòa Ninh
Cao Dang nghe Tien Giang,CĐ Tiền Giang
cao đẳng kt-kt vĩnh phúc,CĐ Kinh tế Kỹ Thuật Vĩnh Phúc
thpt tran quoc tuan phu thien gia lai,THPT Trần Quốc Tuấn
Trường THPT Chuyen NTMK-Soc Trang,THPT chuyên Nguyễn Thị Minh Khai
cao đẳng  trung  ương 3 tp. hồ chí  minh,CĐ Sư phạm Trung ương TP.HCM
THPT Mỹ Tho,THPT Mỹ Tho
đh mỹthuât tp.hcm,ĐH Mỹ thuật TP.HCM
tt gdnn gdtx hoi an,GDNN-GDTX Hội An
cao dang nghe vietsing binh duong,CĐ nghề Việt Nam Singapore
THPT NGUYEN TRAJ,THPT Nguyễn Trãi
Trường Cao Đẳng Văn Hóa Nghệ Thuật Đăk Lăk,CĐ Văn hoá Nghệ thuật Đắk Lắk
đh thủ đô hà nội,ĐH Thủ đô Hà Nội
"THPT Trần Đại Nghĩa, Tây Ninh",THPT Trần Đại Nghĩa
TTHPT So 1 An Nhon,THPT An Nhơn
Trường THPT Trần Phú Huyện Văn Yên Tỉnh Yên Bái,THPT Trần Phú
cao đẳng cntp thành phố hồ chí minh,ĐH Công nghiệp Thực phẩm TP.HCM
pt dan toc noi tru thai nguyen,THPT DTNT Thái Nguyên
THPT Đại Việt,THPT Đại Việt
Sai Gon Technology University (STU),ĐH Công Nghệ Sài Gòn
cao đẳng văng hóa nghệ thuật du lịch yên bái,CĐ Văn Hóa Nghệ Thuật Du Lịch Yên Bái 
Trường THPT Chuyên Trần Hưng Đạo - Bình Thuận,THPT Chuyên Trần Hưng Đạo
đại học quoc te,ĐH Quốc Tế - ĐH Quốc gia TP.HCM
cao đẳng nghề lilama,CĐ Công Nghệ Quốc Tế Lilama
đại học khoa học tự nhiên- đh quốc gia hà nội,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
Trung hoc PT Võ Thị Sáu,THPT Võ Thị Sáu
cao đẳng nghề việt đức. hà tĩnh,CĐ Kỹ Thuật Việt Đức
đại học du lịch thương mại nghệ an,CĐ nghề Du lịch Thương mại Nghệ An
THPT Hưng Đạo - Tứ Kỳ - Hải Dương,THPT Hưng Đạo
