,index,text,normed_text
339,9999,Trường THPT Bạch Đằng - Thủy Nguyên - Hải Phòng,Trường THPT Bạch Đằng - Hải Phòng
340,8745,PHTH VO NHAI,Trường THPT Võ Nhai
341,7495,Nguen an ninh quan 10,Trường THPT Nguyễn An Ninh
342,11702,Trung cap kt-kt Quang Trung hn,Trường Trung cấp Quang Trung
343,11601,"Dh hang hai,hai phong,viet nam",Trường Đại học Hàng hải Việt Nam
344,13355,Hanoi – Amsterdam High School,Trường THPT chuyên Hà Nội - Amsterdam
345,8949,TH Việt Úc,Trường Liên Cấp Việt Úc
346,9550,Hoa Sữa school for disadvantaged youth,Trường Trung cấp Kinh tế Du lịch Hoa Sữa
347,6006,trung tam gdnn gdtx huyen chau thanh,TT GDNN-GDTX huyện Châu Thành
348,6720,Maricurie Hight school,Trường THPT Marie Curie
349,9137,lucquân2,Trường Sĩ quan Lục quân 2 
350,3028,Trường THPT doi can,Trường THPT Đội Cấn
351,12209,Trường THPTDTNT Sơn La,Trường THPTdt Nội Trú Sơn La
352,9276,cao dang nghe duyen hai hai phong,Trường Cao Đẳng Duyên Hải
353,456,Đại Học Lâm Nghiệp ( Cơ sở 1 ),Đại Học Lâm Nghiệp 
354,4893,Trường THPT chu van an,Trường THPT Chu Văn An
355,2223,Trường THPT bach dang,Trường THPT Bạch Đằng
356,13835,Buư chính vien thong,Học Viện Công Nghệ Bưu Chính Viễn Thông
357,2595,tt gdtx binh gia,TT GDTX Bình Gia
358,13837,Trường THPT NGUYỄN VIẾT XUÂN-VINH LUONG,Trường THPT Nguyễn Viết Xuân
359,7016,BRVT University,Đại học Bà Rịa - Vũng Tàu
360,866,truong cao dang su pham thua thien hue,Cao Đẳng Sư phạm Thừa Thiên Huế
361,2527,tt gdtx huyen si ma cai,TT GDTX huyện Si Ma Cai
362,748,Đại Học Quốc Tế Sài Gòn,Đại Học Quốc Tế Sài Gòn
363,12308,Truong Trường THPT Can Giuoc,Trường THPT Cần Giuộc
364,665,Đại Học Vinh,Đại Học Vinh
365,13932,phổ thông Huỳnh Thúc Kháng,Trường THPT Huỳnh Thúc Kháng
366,2754,Trường THPT pho yen,Trường THPT Phổ Yên
367,4022,TT GDTX quynh luu,TT GDTX Quỳnh Lưu
368,14176,Trường THPT Kim Bảng A,Trường THPT A Kim Bảng
369,526,Đại học Kinh Tế Nghệ An,Đại học Kinh Tế Nghệ An
370,9326,cog nghe thu duc,Trường Cao Đẳng Công nghệ Thủ Đức
371,7233,Trường THPT BC Krong Pak,Trường THPT BC Krông Păk
372,8498,Trường THPT Pham Thai Buong,Trường THPT Phạm Thái Bường
373,2800,tt gdnn gdtx huyen mu cang chai,TT GDNN-GDTX Huyện Mù Cang Chải
374,10794,ĐH Công Ngiệp TP HN,Trường Đại học Công nghiệp Hà Nội
375,34, HUPH,Đại Học Y tế Công cộng Hà Nội
376,7391,Trường THPT Thủ Thừa,Trường THPT Thủ Thừa
377,1446,dai hoc mo rong tp hcm,ĐẠI HỌC MỞ TP.HCM
378,268,Đại Học Sư Phạm – Đại Học Đà Nẵng,Đại Học Sư Phạm – Đại Học Đà Nẵng
379,14406,truong Trường THCS-THPT hau thanh dong,Trường THCS-THPT Hậu Thạnh Đông
380,12099,DH Kinh Tế Kỹ Thuật Công Nghiệp Hà Nội,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
381,3714,Trường THPT nguyen duc canh,Trường THPT Nguyễn Đức Cảnh
382,10168,Nguyen Thuong Hien  High Shool,Trường THPT Nguyễn Thượng Hiền.
383,6958,Đại học Tây Bắc,Đại học Tây Bắc
384,8842,Trường THPT NguyenVanCu,Trường THPT Nguyễn Văn Cừ
385,3022,TT GDTX lap thach truoc nam 2015,TT GDTX Lập Thạch
386,6019,Trường THPT vinh thang,Trường THPT Vĩnh Thắng
387,6048,Trường THPT vinh hoa,Trường THPT Vĩnh Hoà
388,6244,tt gdnn gdtx huyen tra on tu ngay ngay 28 4 2017,TT GDNN-GDTX huyện Trà Ôn
389,4026,ttgdnn gdtx ky son,TT GDNN-GDTX Kỳ Sơn
390,8693,Trường THPT Trần Quang Diệu,Trường THPT Trần Quang Diệu
391,12577,Truong Trường THPT Trieu Son 6,Trường THPT Triệu Sơn6
392,6768,phổ thông Đông Sơn 2,Trường THPT Đông Sơn 2
393,9928,CĐ TW HN,Trường Cao Đẳng Sư phạm Trung ương
394,4892,Trường THPT buon ma thuot,Trường THPT Buôn Ma Thuột
395,1175,cao dang cong thuong tp hcm co so quang ngai,Cao Đẳng Công Thương TP.HCM - Cơ sở Quảng Ngãi
396,13620,Học Viện Ăn Nhởi Nói Dóc,Học Viện An ninh Nhân Dân
397,2905,truong Trường THPT van ho,Trường THPT Vân Hồ
398,6678,Nong Lam U,Trường Đại học Nông Lâm TP.HCM
399,10905,Phổ thông trần phú,Trường THPT Trần Phú
400,10653,TRƯƠNG CAO ĐĂNG NGHỀ CÔNG NGHỆ và NÔNG LÂM ĐÔNG BẮC,Trường Cao Đẳng Công nghệ và Nông lâm Đông Bắc
401,790,Đại Học Điều Dưỡng Nam Định,Đại Học Điều Dưỡng Nam Định
402,1007,su pham mam non,Cao Đẳng Sư phạm Mầm non Trung Ương
403,5338,Trường THPT le hong phong,Trường THPT Lê Hồng Phong
404,12579,Trường TRung Học Phổ Thông Đô Lương III Quang Sơn- Đô Lương - Nghệ An,Trường THPT Đô Lương 3
405,4483,Trường THPT huynh ngoc hue,Trường THPT Huỳnh Ngọc Huệ
406,6124,phong gd dt q thot not,Phòng GD-ĐT Q.Thốt Nốt
407,3434,phong gddt an thi,Phòng GDĐT Ân Thi
408,3123,trung tam gdnn gdtx tienyen,TT GDNN-GDTX TiênYên
409,2743,Trường THPT trai cau,Trường THPT Trại Cau
410,13996,phổ thông Vĩnh Bảo,Trường Trường THPT Vĩnh Bảo
411,13300,Trường THPT van coc,Trường THPT Vân Cốc
412,10998,phổ thông Thanh Liêm B,Trường THPT B Thanh Liêm
413,7210,Trường THPT Tran phu 1,Trường THPT Trần Phú
414,12524,truong dai hoc hoc dai hee,Trường đại học Kyung Hee
415,9472,pho thong hong duc,Trường THPT Hồng Đức
416,6206,Trường THCS va Trường THPT trung vuong,Trường THCS-THPT Trưng Vương
417,11435,Trường THPT Trần Phú Võ Nhai Thái Nguyên,Trường THPT Trần Phú - Thái Nguyên
418,11956,Università della California meridionale,Đại học Nam California 
419,11152,Chu Van An High School Saigon.,TT GDTX Chu Văn An
420,4981,Trường THPT nguyen thien thuat,Trường THPT Nguyễn Thiện Thuật
421,6011,Trường THPT thanh loc,Trường THPT Thạnh Lộc
422,1164,cao dang nge da nang,Cao Đẳng Nghề Đà Nẵng
423,4134,Trường THPT hong lam,Trường THPT Hồng Lam
424,1626,gdnn gdtx quan long bien,GDNN-GDTX quận Long Biên
425,8065,Trường THPT chuyên Hoàng Văn Thụ,Trường THPT Chuyên Hoàng Văn Thụ
426,5378,Trường THPT bui thi xuan,Trường THPT Bùi Thị Xuân
427,10020,Trường THPT Hai Bà Trưng Thạch Thất Hà Nội,Trường THPT Hai Bà Trưng 
428,12542,Trường TC Cảnh Sát ND1,Trường Cao Đẳng Cảnh Sát Nhân Dân 1
429,6478,ttgdnn nam can,TTGDNN Năm Căn
430,6996,pho thong dinh an,Trường THPT Định An
431,7346,ĐH QL KT,Đại Học Kinh Tế Quốc Dân
432,11667,"University of Technology and Engineering, VNU","Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội"
433,10026,Trường THPT Đông Hà,Trường THPT Đông Hà
434,6744,Cao Đẳng QUÂN Y,Trường Cao Đẳng Quân Y 1
435,510,UBK,Đại Học Kinh Bắc
436,1248,dh da nang_dh bach khoa,Đại học Bách khoa - Đại học Đà Nẵng
437,7564,Trường trung cấp y tế bạch mai,Trường Cao Đẳng Y tế Bạch Mai
438,3551,Trường THPT 19 5 kim boi,Trường THPT 19-5 Kim Bôi
439,228, University of Transport ,Đại Học Giao thông Vận tải TP.HCM
440,6823,ĐHBK TPHN,Đại học Bách khoa Hà Nội
441,2475,Trường THPT so 3 huyen bao yen,Trường THPT số 3 huyện Bảo Yên
442,5894,Trường THPT duong bach mai,Trường THPT Dương Bạch Mai
443,8184,Vùng cao Việt Bắc,Trường THPT Vùng cao Việt Bắc
444,3289,Trường THPT nguyen dang dao,Trường THPT Nguyễn Đăng Đạo
445,993,dai doc su pham thanh pho ho chi minh,Đại học Sư phạm TP.HCM
446,11917,Trường Trường THPT Sơn Thịnh,Trường THPT Sơn Thịnh
447,14422,Trường THPT cách ljnh,Trường THPT Cách Linh
448,14347,Trường THPT Trảng Bàng,Trường THPT Trảng Bàng
449,13801,Trung học phổ thông Trịnh Hoài Đức,Trường THPT Trịnh Hoài Đức
450,7515,QTKD KTQD,Trường Đại Học Kinh Tế Quốc Dân
451,13167,Trung học phổ thông Trần Phú,Trường THPT Trần Phú
452,7783,Hochiminh Univesity of Industry,Trường Đại học Công nghiệp TP.HCM
453,12153,Dh sư phạm hà nộj,Trường Đại học Sư phạm Hà Nội
454,2534,Trường THPT so 3 huyen van ban,Trường THPT số 3 huyện Văn Bàn
455,9453,Trường Đại học Sư phạm Đà Nẵng,Trường Đaị Học Sư Phạm - ĐHĐN
456,9630,Truog Trường THPT sơn dương,Trường THPT Sơn Dương
457,9030,cao dang ktkt,Trường Cao Đẳng Kinh tế Kỹ thuật TP.HCM
458,10576,TT Giáo Dục Thuong xuyen thanh khe,TT GDTX số 2 thành phố Đà Nẵng
459,13516,Trường THPT phu hoa dong,Trường THPT Phú Hòa
460,11372,Napa,Học viện Hành chính Quốc Gia
461,6303,Trường THPT nhi truong,Trường THPT Nhị Trường
462,3982,chuyen toan dh vinh,Chuyên Toán ĐH Vinh
463,12318,dai hoc quoc te mien dong,Đại học Quốc tế Miền Đông
464,11830,Truong Cao dang y te dien bien,Trường Cao Đẳng Y Tế Điện Biên
465,12144,Truong trung hoc pho thong mai chau,Trường THPT Thị Trấn Mai Châu
466,14236,Truong CD Co Dien Va Thuy Loi,Trường Cao Đẳng Cơ điện và Thủy lợi
467,9508,Hermann Gmeiner HN,Trường THPT Hermann Gmeiner
468,4703,Trường THPT my tho,Trường THPT Mỹ Thọ
469,8914,Trường THPT Quoc Van Sai Gon,"Trường TH, Trường THCS-THPT QUỐC VĂN SÀI GÒN"
470,5394,Trường THPT nguyen thi minh khai,Trường THPT Nguyễn Thị Minh Khai
471,9083,trung cấp tin học estih,Trường Trung Cấp Kỹ Thuật Tin Học Hà Nội 
472,3649,Trường THPT giao thuy c,Trường THPT Giao Thuỷ C
473,12790,dai hoc hong duc,Trường Đại Học Hồng Đức
474,5932,Trường THPT thu khoa huan,Trường THPT Thủ Khoa Huân
475,0,ĐH Quốc gia,Đại Học Quốc gia
476,12230,MỘ ĐỨC 2,Trường THPT Số 2 Mộ Đức
477,2851,trung tam gdtx hd dn huyen thuan chau,TT GDTX-HD-DN huyện Thuận Châu
478,3910,Trường THPT trieu son 1,Trường THPT Triệu Sơn 1
479,10971,TRUONG PTTH THAI THANH HOA DAM DOI CA MAU,Trường THPT Thái Thanh Hòa
480,10368,Trường Cao Đẳng KTCN TPHCM Cơ Sở Bình Dương,Trường Cao Đẳng KTKT TP.HCM - Cơ Sở Bình Dương
481,3731,Trường THPT dong hung ha,Trường THPT Đông Hưng Hà
482,5138,Trường THPT loc thanh,Trường THPT Lộc Thành
483,5698,Trường THPT ban cong h cao lanh,Trường THPT bán công H. Cao Lãnh
484,3832,Trường THPT ly thuong kiet,Trường THPT Lý Thường Kiệt
485,3654,Trường THPT tong van tran,Trường THPT Tống Văn Trân
486,13102,PTTH CHAU THANH,Trường THPT Phan Bội Châu
487,2381,Trường THPT luc khu,Trường THPT Lục Khu
488,1898,dai hoc van hoa thanh pho ho chi minh,Đại học Văn Hóa TP.HCM
489,4308,Trường THCS-THPT ben hai,Trường THCS-THPT Bến Hải
490,789,Đại Học Công Nghiệp Việt Trì,Đại Học Công Nghiệp Việt Trì
491,12148,Trường THPT KIM SON B - KIM SON - NINH BINH,Trường THPT Kim Sơn B
492,13614,truong cao danh nghe so1 BQO,Trường Cao Đẳng nghề số 1 - Bộ Quốc phòng
493,313,SFL-TNU,Khoa Ngoại Ngữ – Đại Học Thái Nguyên
494,6196,Trường THPT ban cong an thoi,Trường THPT Bán công An Thới
495,8824,"Trường THPT bach dang luu kiem,thuy nguyen hai phong",Trường THPT Bạch Đằng - Hải Phòng
496,7443,Trường THPT TX Quang Tri,Trường THPT Thị xã Quảng Trị
497,2132,th Trường THCS va Trường THPT chu van an,Trường THCS-THPT Chu Văn An
498,11549,Trần Khai Nguyên Q5,Trường THPT Trần Khai Nguyên
499,6746,"Trường THPT Mac Dinh Chi, Hai Duong",Trường THPT Mạc Đĩnh Chi
500,4199,trung tam gdnn gdtx ky anh,TT GDNN-GDTX Kỳ Anh
501,7203,Đại Học Khoa Học - Đại Học Thái Nguyên,Đại Học Khoa Học - Đại Học Thái Nguyên
502,9665,Trường THPT TRAN NHAN TONG DAKLAK,Trường THPT Trần Nhân Tông
503,10403,Đại Học  KTKT Nghệ An,"Trường Đại Học Điện Lực, Trường trung cấp KTKT Hồng Lam"
504,1329,trung cap quan y 2 quan khu 7,Cao Đẳng Quân Y 2
505,8698,Trường Cao Đẳng Cộng Đồng Cà Mau,Trường Cao Đẳng Cộng đồng Cà Mau
506,8106,trung học phổ thông Nguyễn Diêu,Trường THPT Nguyễn Diêu
507,13653,Truong Trường THPT Kim boi A,Trường THPT Kim Bôi A
508,205, HCMA,Học Viện chính trị quốc gia
509,5980,Trường THPT nguyen than hien,Trường THPT Nguyễn Thần Hiến
510,13859,Trung cap y te nam dinh,Trường trung cấp Y tế Nam Định
511,4568,truong Trường THPT nguyen cong phuong ttr cho chua h nghia hanh,"Trường THPT Nguyễn Công Phương TTr. Chợ Chùa, H. Nghĩa Hành"
512,9691,PTTH Hai Hau A,Trường THPT A Hải Hậu
513,9108,Cao Đẳng Công Nghiệp Hóa Chất,Trường Cao Đẳng Công nghiệp Hóa chất
514,2372,Trường THPT bao lac,Trường THPT Bảo Lạc
515,4166,Trường THPT ham nghi,Trường THPT Hàm Nghi
516,6693,"Trường THPTTH Ngô Gia Tự, EarKar, DakLak",Trường THPT Ngô Gia Tự
517,4501,tt gdtx hn dn thang binh,TT GDTX-HN-DN Thăng Bình
518,168, People’s Security Academy ,Học Viện An ninh nhân dân
519,1092,daj hoc su pham ha noj,Đại học Sư phạm Hà Nội
520,6978,Khoa Hóa K39- Đại học KHTN_ĐHQG HÀ Nội,"Đại học Khoa học Tự nhiên, ĐHQGHN"
521,13883,PTTH Nguyễn Trãi - Đà Nẵng,Trường THPT Nguyễn Trãi
522,14306,Trường cdyt binh duong,Trường Cao Đẳng Y Tế Bình Dương
523,7403,trung hoc pho thong ba điểm,Trường THPT Bà Điểm
524,116,ĐH Thăng Long,Đại Học Thăng Long
525,2660,Trường THPT ba be,Trường THPT Ba Bể
526,1857,tc nghe dan lap ky nghe thuc hanh tay mo,TC nghề Dân lập Kỹ nghệ thực hành Tây Mỗ
527,8727,Trung học phổ thông Định An,Trường THPT Định An
528,6779,truong Trường THPT sang son,Trường THPT Sáng Sơn
529,12424,PTTH Nguyễn Trãi - Hải phòng,Trường THPT Nguyễn Trãi
530,9689,dại học kinh tế kĩ thuật công nghiệp,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
531,10913,Trường THPT My Đứa A,Trường THPT Mỹ Đức A
532,1246,caodangxaydung,Cao Đẳng XÂY DỰNG TP.HCM
533,10693,Trường THPT Trần Phú -Nga Sơn,Trường THPT Trần Phú
534,9534,Trường Trường THPT lạng giang2,Trường THPT Lạng Giang số 2
535,6895,Truong cap 3 lam kinh,Trường THPT Lam Kinh
536,9219,Trường Đại học Đông Á Đà Nẵng,Trường Đại học Đông Á
537,13359,Trường Trường THPT 25/10 - HP,Trường THPT Dân Lập 25 - 10
538,11005,Trường THPT so z pu cat,Trường THPT số 2 Phù Cát
539,3897,Trường THPT tho xuan 4,Trường THPT Thọ Xuân 4
540,7982,Truong Cao Dang Kinh Te Ki Thuat Kien Giang.,Trường Cao Đẳng Kinh Tế Kỹ Thuật Kiên Giang
541,8639,An Nhơn II,Trường THPT số 2 An Nhơn
542,12257,Trường THPT nguyen quang dieu,Trường THPT Nguyễn Quang Diêu
543,6946,TRUONG TRUNG CAP DU LICH VUNG TAU,Cao Đẳng Du lịch Vũng Tàu
544,12042,Trường THPT Tứ Kiệt,Trường THPT Tứ Kiệt
545,698,Đại Học Kinh Tế – Đại Học Đà Nẵng,Đại Học Kinh Tế – Đại Học Đà Nẵng
546,106, BA,Học Viện Ngân hàng
547,953,cao dang dien luc mien trung,Cao Đẳng Điện lực miền Trung
548,10078,T32-HVCSND,Học Viện Cảnh Sát Nhân Dân - T32
549,13704,Trường THPT hoang quoc viet vo nhai thai nguyen,Trường THPT Hoàng Quốc Việt
550,12943,PTTH Thanh Hà,Trường THPT Thanh Hà
551,14190,Trường THPT QV3,Trường THPT Quế Võ số 3
552,1182,dai hoc mo tp hcm hochiminh open university,ĐẠI HỌC MỞ TP.HCM
553,11118,Vinh Long Comunity College,Trường Cao Đẳng Vĩnh Long
554,5898,Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo
555,4488,Trường THPT que son,Trường THPT Quế Sơn
556,528,Đại Học Đông Á,Đại Học Đông Á
557,5879,Trường THPT hac dich,Trường THPT Hắc Dịch
558,10188,"Trường THPT Phú Thiện, Gia Lai",Trường THPT Trần Quốc Tuấn
559,8835,Truong Trung Cap nghe Cam Ranh,Trường Trung Cấp Nghề Cam Ranh
560,10231,Mầm non Bộc Bố- Pác Nặm,Trường Mầm Non Bộc Bố
561,8552,Trường ĐH Sư Phạm Thái Nguyên,Trường Đại học Sư phạm Thái Nguyên
562,5650,tt giao duc nghe nghiep gdtx huyen chau thanh,TT Giáo dục nghề nghiệp - GDTX huyện Châu Thành
563,6903,Trường THPT XUÂN GIANG (SÓC SƠN),Trường THPT Xuân Giang
564,10317,Trường THPT Nguyễn Đức Cảnh- Hải Phòng,Trường THPT Nguyễn Đức Cảnh
565,11046,Trường THPT Kiem Lien,Trường THPT Kim Liên - Hà Nội
566,2650,tt gdnn gdtx h bach thong tinh bac kan,"TT GDNN-GDTX H. Bạch Thông, tỉnh Bắc Kạn"
567,7664,trung hoc pho thong luu tan phat,Trường THPT Lưu Tấn Phát
568,1413,truong cao dang van hoa nghe thuat va du lich nha trang nha trang courism college,Cao Đẳng Văn Hóa Nghệ Thuật Du Lịch Nha Trang
569,9859,Đạj học sư phạm hà nộj,Trường Đại học Sư phạm Hà Nội
570,7105,trung cap duoc nam dinh,Trung cấp Y tế Nam Định
571,12249,Trướng Phổ Thông Tân Bằng,Trường THPT Tân Bằng
572,7409,PTCNN (Foreign Language Specializing High school),"Trường THPT Chuyên Ngoại ngữ, Đại học Quốc gia Hà Nội"
573,1561,gdnn gdtx quan tay ho,GDNN-GDTX quận Tây Hồ
574,12035,Trường THPT Bắc Ben,Trường THPT Bắc Thăng Long
575,4886,cap 2 3 son thanh,Cấp 2-3 Sơn Thành
576,11276,Trường THPT diễn châu5,Trường THPT Diễn Châu 5
577,14265,Sư Phạm,Trường Đại học Sư phạm TP.HCM
578,5253,Trường THPT tay son,Trường THPT Tây Sơn
579,6698,Truong ptdtnt dak ha,Trường THPT DTNT Đăk Hà
580,1598,Trường THPT dong nam a truoc 12 2017,Trường THPT Đông Nam Á
581,2349,Trường THPT tan quang,Trường THPT Tân Quang
582,10915,Trường THPT Thanh Liêm A,Trường THPT Thanh Liêm A
583,10655,truong trung cap nong nghiep phat trien nog thon quang tri,Trường Trung Cấp Nông Nghiệp & Phát Triển Nông Thôn Quảng Trị
584,1593,Trường THPT nguyen tat thanh son tay,Trường THPT Nguyễn Tất Thành-Sơn Tây
585,3839,Trường THPT nguyen hue,Trường THPT Nguyễn Huệ
586,3593,Trường THPT nam cao,Trường THPT Nam Cao
587,10272,Cao Đẳng bách khoa hưng yên,Trường Cao Đẳng Bách khoa Hưng Yên
588,5693,Trường THPT thong linh,Trường THPT Thống Linh
589,5537,Trường THPT xuan my,Trường THPT Xuân Mỹ
590,8623,Trung hoc pt tan thanh-long an,Trường THPT Tân Thạnh
591,10278,Học Viện Công Nghệ Bưu Chính Viễn Thông - TP Hồ Chí Minh,Học viện Công nghệ Bưu chính Viễn thông Cơ Sở Tại TP.HCM·
592,8442,TRPT - Lưu Hữu Phước,Trường THPT Lưu Hữu Phước
593,7087,Văn K11 - Chuyên Hà Tĩnh - Thành phố Hà Tĩnh,Trường THPT Chuyên Hà Tĩnh
594,6508,truong Trường THPT mun chung,Trường THPT Mùn Chung
595,7881,QUAN DOI NDVN,Quân đội Nhân dân Việt Nam
596,8373,Học Viện Sân Khấu Điện Ảnh Thành Phố Hồ Chí Minh,Trường Đại học Sân khấu Điện ảnh TP.HCM
