index,text,cleaned_text
340,Truog Cao Dang Y Te Can Tho,CĐ Y tế Cần Thơ
341,Trung Cấp Y Tế Daklak,CĐ Y tế Daklak
342,Truong Cao dang y te dien bien,CĐ Y Tế Điện Biên
343,Cao Dang yte Dong Thap,CĐ Y tế Đồng Tháp
344,Trường Cđ Y Tế Hà Đông,CĐ Y tế Hà Đông
345,trường Trung cấp y dược hà nam,CĐ Y tế Hà Nam
346,CD Y Te,CĐ Y tế Hà Nội
347,Cao Đẳng Y Tế Hà Tĩnh,CĐ Y Tế Hà Tinh
348,đại học y hà tĩnh,CĐ Y Tế Hà Tinh
349,Cao Đang Y te Hai Phong,CĐ Y tế Hải Phòng
350,cao đẵng y dược huế,CĐ Y tế Huế
351,Trường Cao Đẳng Y Tế Khánh hòa,CĐ Y tế Khánh Hòa
352,CYK - Trường Cao Đẳng Y Tế Khánh Hòa,CĐ Y tế Khánh Hòa
353,TRUONG CAO DANG Y TE NGHE AN,CĐ Y tế Nghệ An
354,Trường CD y tế NGhệ an,CĐ Y tế Nghệ An
355,Đại học y phú thọ,CĐ Y tế Phú Thọ
356,Đại học y phú thọ,CĐ Y tế Phú Thọ
357,Phu Tho medical College,CĐ Y tế Phú Thọ
358,CD YTE PHU THO,CĐ Y tế Phú Thọ
359,CDD Phu tho,CĐ Y tế Phú Thọ
360,Truong cao dang y te quang nam,CĐ Y tế Quảng Nam
361,Cđ y tê quang nam,CĐ Y tế Quảng Nam
362,Trường CĐ Y tế Quảng Nam,CĐ Y tế Quảng Nam
363,Cao Đẳng y tế quang ninh,CĐ Y tế Quảng Ninh
364,Trường Cao Đẳng Y Tế Quảng Ninh,CĐ Y tế Quảng Ninh
365,Tcdyt thai nguyen,CĐ Y tế Thái Nguyên
366,Cao Dang y te thai nguyenn,CĐ Y tế Thái Nguyên
367,CĐYT Bac Lieu,CĐ Y tế tỉnh Bạc Liêu
368,Trường Cao Đẳng Y Tế Bạc Liêu,CĐ Y tế tỉnh Bạc Liêu
369,Trường THPTTH Vũ Quang,THPT Vũ Quang
370,Trường THPTTH Vũ Quang,THPT Vũ Quang
371,Truog Trường THPT Vu Quang,THPT Vũ Quang
372,CD KTCN BAC GIANG,CĐ KTCN Bắc Giang
373,Trường Đại học Sư phạm Đà Nẵng,ĐH Sư Phạm - ĐH Đà Nẵng
374,Su pham Da nang,ĐH Sư Phạm - ĐH Đà Nẵng
375,ĐHSP TN,ĐH Sư phạm Thái Nguyên
376,Đại học TDTT Đà Nẵng,ĐH Thể dục Thể thao Đà Nẵng
377,tdttdn,ĐH Thể dục Thể thao Đà Nẵng
378,đại học thể dụ thể thao đà nẵng,ĐH Thể dục Thể thao Đà Nẵng
379,DH Ba Ria Vung Tau,ĐH Bà Rịa - Vũng Tàu
380,Ðai hoc bach khoa da nang,ĐH Bách Khoa - ĐH Đà Nẵng
381,Ðai hoc bach khoa da nang,ĐH Bách Khoa - ĐH Đà Nẵng
382,Bách Khoa TpHCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
383,DH Bach Khoa TPHCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
384,Trường Đại học Bách khoa Thành phố Hồ Chí...,ĐH Bách khoa - ĐH Quốc gia TP.HCM
385,Politechnic University of Ho chi Minh City,ĐH Bách khoa - ĐH Quốc gia TP.HCM
386,Bach Khoa TPHCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
387,Ho Chi Minh City University of Technology (Bách Khoa-Bách Thú),ĐH Bách khoa - ĐH Quốc gia TP.HCM
388,Trường DH Bách Khoa Tp.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
389,Bach Khoa University,ĐH Bách khoa - ĐH Quốc gia TP.HCM
390,dai hock Bach's Khoa ha noi,ĐH Bách khoa Hà Nội
391,Đại Hoc Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
392,hanoi universuty of technology,ĐH Bách khoa Hà Nội
393,ĐH Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
394,Trường Đại học Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
395,Bac khoa han nồi,ĐH Bách khoa Hà Nội
396,Đại Học Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
397,Trường Đại học Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
398,Đại Học Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
399,Polytechnique,ĐH Bách khoa Hà Nội
400,Trường Bách Khoa trung Cấp 70-73 nay lầ Đai học Bach Khoa,ĐH Bách khoa Hà Nội
401,Đại Học Bách Khoa TPHCM,ĐH Bách khoa Hà Nội
402,Đại học tc Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
403,Trường đại học bánh khoa Hà Nội,ĐH Bách khoa Hà Nội
404,Dhbinh duong,ĐH Bình Dương
405,đai hoc binh duong,ĐH Bình Dương
406,Boston University,ĐH Boston
407,UNIVERSITY OF CALLIFONIA,ĐH California
408,Đại Học Cảnh Sát Nhân Dân TPHCM,ĐH Cảnh sát Nhân dân
409,Trương đại học cảnh sát,ĐH cảnh sát nhân dân
410,Truong dai hoc canh sat tphcm,ĐH Cảnh sát Nhân dân
411,Đại Học Cảnh Sát Nhân Dân TPHCM,ĐH Cảnh sát Nhân dân
412,Dai hoc CSND,ĐH Cảnh sát Nhân dân
413,Trường Trung Cấp Cảnh Sát Nhân Dân 3 - 71 CMT8,ĐH cảnh sát nhân dân cơ sở 3
414,Trường chính trị tỉnh Sóc Trăng,ĐH Chính Trị tỉnh Sóc Trăng
415,중앙대학교,ĐH Chung Ang
416,Trường Đại học Công đoàn,ĐH Công Đoàn
417,Đh Công nghệ thông tin ĐHQG Hà Noi,ĐH Công nghệ - ĐH Quốc gia Hà Nội
418,đại học cộng nghệ - đại học quốc gia hà nội,ĐH Công nghệ - ĐH Quốc gia Hà Nội
419,"University of Technology and Engineering, VNU",ĐH Công nghệ - ĐH Quốc gia Hà Nội
420,Trường Đại Học Đông Á,ĐH Công nghệ Đông Á
421,DNTU,ĐH Công Nghệ Đồng Nai
422,Dong Nai University of Technology Biên Hòa,ĐH Công Nghệ Đồng Nai
423,Dong Nai University of Technology Biên Hòa,ĐH Công Nghệ Đồng Nai
424,Trường Đại học CNGTVT,ĐH Công nghệ Giao thông Vận tải
425,Đại Học Công Nghệ GTVT HN,ĐH Công nghệ Giao thông Vận tải
426,cao dang giao thong van tai tai vinh yen,ĐH Công nghệ Giao thông Vận tải
427,Nagaoka University of Technology,ĐH Công nghệ Nagaoka
428,Saigon Technology university,ĐH Công Nghệ Sài Gòn
429,Saigon technical University,ĐH Công Nghệ Sài Gòn
430,Đại Học Công Ngệ Sài Gòn,ĐH Công Nghệ Sài Gòn
431,Saigon Technology university,ĐH Công Nghệ Sài Gòn
432,ICTU,ĐH Công nghệ Thông tin & Truyền thông Thái Nguyên
433,ĐẠi học Công nghệ thông tin và Truyền thông - Đh Thái Nguyên,ĐH Công nghệ Thông tin & Truyền thông Thái Nguyên
434,Đại học Công nghệ thông tin và truyền thông Thái Nguyên,ĐH Công nghệ Thông tin & Truyền thông Thái Nguyên
435,CNTT-DH Thai Nguyen,ĐH Công nghệ Thông tin & Truyền thông Thái Nguyên
436,truong cao dang cong nghe thong tin viet han,ĐH Công nghệ Thông tin và Truyền thông Việt - Hàn
437,Tokyo Institute of Technology,ĐH Công nghệ Tokyo
438,hutech_tp hcm,ĐH Công nghệ TP.HCM
439,Đại học Hutech,ĐH Công nghệ TP.HCM
440,HUTECH. Đại học công nghệ- Tp Hồ Chí Minh,ĐH Công nghệ TP.HCM
441,Truong CD cong nghiep det may thoi Trang ha noi,ĐH Công Nghiệp Dệt May Hà Nội
442,Cao đẳng Công nghiệp Dệt may Thơì trang Ha Nội,ĐH Công Nghiệp Dệt May Hà Nội
443,Truong CD cong nghiep det may thoi Trang ha noi,ĐH Công Nghiệp Dệt May Hà Nội
444,cao đẵng công nghiệp dệt may thời trang hà nội,ĐH Công Nghiệp Dệt May Hà Nội
445,Trường đại học công nghiệp Dệt May Hà Nội,ĐH Công Nghiệp Dệt May Hà Nội
446,Trường Đại Học Công nghiệp Hà Nội,ĐH Công nghiệp Hà Nội
447,DH cong nghiep ha noi  haui,ĐH Công nghiệp Hà Nội
448,Cựu Sinh Viên Đại Học Công Nghiệp Hà Nội,ĐH Công nghiệp Hà Nội
449,Trường Đại Học Công nghiệp Hà Nội,ĐH Công nghiệp Hà Nội
450,DH cong nghiep ha noi  haui,ĐH Công nghiệp Hà Nội
451,ĐH Công Ngiệp TP HN,ĐH Công nghiệp Hà Nội
452,ĐH Công Nghiệp Ha,ĐH Công nghiệp Hà Nội
453,truong dai hoccong nghiep ha noi,ĐH Công nghiệp Hà Nội
454,Dai Hoc Cong Nghiep 4,ĐH Công nghiệp Hà Nội
455,Đại Học Công Nghiệp Hà Nôi,ĐH Công nghiệp Hà Nội
456,Cong nghiep Ha Noi - Ha Noi university of industry,ĐH Công nghiệp Hà Nội
457,Dai hoc cong nghiep ha noi,ĐH Công nghiệp Hà Nội
458,dai hoc cong nhiep quang ninh,ĐH Công nghiệp Quảng Ninh
459,dai hoc cong nhiep quang ninh,ĐH Công nghiệp Quảng Ninh
460,Dai học cong nghiep quang ninh,ĐH Công nghiệp Quảng Ninh
461,Truong Cao Dang Cong Nge Thuc Pham Tp.HCM,ĐH Công nghiệp Thực phẩm TP.HCM
462,TRUONG DH CNTP TP.HCM,ĐH Công nghiệp Thực phẩm TP.HCM
463,Ho Chi Minh Of University Food Industry,ĐH Công nghiệp Thực phẩm TP.HCM
464,truong dai học công nghệ thực phẩm hồ chí minh,ĐH Công nghiệp Thực phẩm TP.HCM
465,dai hoc cong nghiep thuc pham thanh pho hcm,ĐH Công nghiệp Thực phẩm TP.HCM
466,Foot industry college of HCM city,ĐH Công nghiệp Thực phẩm TP.HCM
467,dai hoc cong ngiep thuc pham tp.hcm,ĐH Công nghiệp Thực phẩm TP.HCM
468,DH Cong Nghiep Thanh Pho HCM,ĐH Công nghiệp TP.HCM
469,Trường Đại Học Công Nghiệp TPHCM,ĐH Công nghiệp TP.HCM
470,Đại học Công nghiệp Tp.HỒ,ĐH Công nghiệp TP.HCM
471,Đại học công nghiệp TP Hồ Chí Minh,ĐH Công nghiệp TP.HCM
472,truong dhcn TPHCM,ĐH Công nghiệp TP.HCM
473,ĐẠI HỌC CONG NGHIỆP THÀNH PHỐ HỒ CHÍ MINH,ĐH Công nghiệp TP.HCM
474,Đại Học Công Nghiệp Tphcm,ĐH Công nghiệp TP.HCM
475,ĐH Công nghiệp 4 Gò Vấp Tp.HCM,ĐH Công nghiệp TP.HCM
476,công nghiệp tp.hồ chí minh,ĐH Công nghiệp TP.HCM
477,Daj hok cong ngjep thanh pho ho chj mjnh,ĐH Công nghiệp TP.HCM
478,Truong dai hoc cong nghiep Viet Trj,ĐH Công Nghiệp Việt Trì
479,DHCN viet tri,ĐH Công Nghiệp Việt Trì cơ sở Lâm Thao
480,Trường Đại học Đà Lạt,ĐH Đà Lạt
481,truong dai hoc dai nam,ĐH Đại Nam
482,truong dai hoc dai nam,ĐH Đại Nam
483,Dai Nam university,ĐH Đại Nam
484,Đại Học Đại Nam,ĐH Đại Nam
485,Vancuver Island University,ĐH Đảo Vancouver
486,EPU,ĐH Điện Lực
487,Đại học Điện tử,ĐH Điện Lực
488,Elictric Power Univercity,ĐH Điện Lực
489,Dai Hoc dien luc Ha Noi,ĐH Điện Lực
490,NĐUN,ĐH Điều dưỡng Nam Định
491,Nam Định nurseing University,ĐH Điều dưỡng Nam Định
492,Dai hoc điêu duong nam dinh,ĐH Điều dưỡng Nam Định
493,ĐH Điều dưỡng NĐ,ĐH Điều dưỡng Nam Định
494,Dong A - DN,ĐH Đông Á - Đà Nẵng
495,Đông Đô HN,ĐH Đông Đô
496,Đại học Đông Đô (Học viện Ngân Hàng - Banking Acadamy),ĐH Đông Đô
497,Dai Hoc Su Pham Dong nai,ĐH Đồng Nai
498,Dong Thap Universty,ĐH Đồng Tháp
499,Đại Học Đồng Tháp,ĐH Đồng Tháp
500,Đại Học Đồng Tháp,ĐH Đồng Tháp
501,ĐHĐT Đồng Tháp,ĐH Đồng Tháp
502,DH Dong Thap,ĐH Đồng Tháp
503,ĐH Sư Phạm Đồng Tháp,ĐH Đồng Tháp
504,Đại học Dược Hà Nội,ĐH Dược Hà Nội
505,DH CNTT Gia Dinh,ĐH Gia Định
506,Trường Đại Học Giáo Dục - Đại Học QG Hà Nội,ĐH Giáo dục - ĐH Quốc gia Hà Nội
507,Transport University,ĐH Giao thông Vận tải
508,University of Communication and Transport,ĐH Giao thông Vận tải
509,Đại Học Giao thông Vận Tải Cơ Sở 2 TPHCM,ĐH Giao thông Vận Tải
510,Dh gjao thong van taj,ĐH Giao thông Vận tải
511,University of Communication and Transport,ĐH Giao thông Vận tải
512,Giao Thông Vận Tải,ĐH Giao thông Vận tải
513,Giao thông vạn tải Hà nội,ĐH Giao thông Vận tải
514,Đại Học Giao Thông Vận Tải,ĐH Giao thông Vận tải
515,dh gtvt hanoi,ĐH Giao thông Vận tải
516,Hanoi University of Communications & Transport,ĐH Giao thông Vận tải
517,university of transport and communication HN,ĐH Giao thông Vận tải
518,giao thông vận tải ha noi,ĐH Giao thông Vận tải
519,giao su gtvt,ĐH Giao thông Vận tải
520,the university of transport in ho chi minh city,ĐH Giao thông Vận tải TP.HCM
521,Đại học hạ long,ĐH Hạ Long
522,University in Nguyen Trai street,ĐH Hà Nội
523,Hanoi University of Foreign Studies,ĐH Hà Nội
524,ĐẠI HỌC HÀ NỘI,ĐH Hà Nội
525,DaiHocHaNoi,ĐH Hà Nội
526,Trường ĐH Hà Tĩnh,ĐH Hà Tĩnh
527,Trường Đaị Hoc Hà Tĩnh,ĐH Hà Tĩnh
528,Đại học Hải Phòng,ĐH Hải Phòng
529,Đại học Hải Phòng,ĐH Hải Phòng
530,Hai Phong University,ĐH Hải Phòng
531,Đại Học Sư Phạm Hải Phòng,ĐH Hải Phòng
532,vietnamese maritime univercity,ĐH Hàng hải Việt Nam
533,vietnam maritime univesity,ĐH Hàng hải Việt Nam
534,Đai hc hang hai,ĐH Hàng hải Việt Nam
535,Dai hok hang hai,ĐH Hàng hải Việt Nam
536,Daihochanghaivietnam,ĐH Hàng hải Việt Nam
537,Đai hc hang hai,ĐH Hàng hải Việt Nam
538,"Dh hang hai,hai phong,viet nam",ĐH Hàng hải Việt Nam
539,Đại Học Hàng Hải,ĐH Hàng hải Việt Nam
540,daj hoc hang haj,ĐH Hàng hải Việt Nam
541,Harvert University,ĐH Harvard
542,Harvert University,ĐH Harvard
543,Harvard University,ĐH Harvard
544,Havard University,ĐH Harvard
545,Harvard University,ĐH Harvard
546,Hariverd universty,ĐH Harvard
547,Harvardunviesity,ĐH Harvard
548,Harvall University,ĐH Harvard
549,Hòa Bình University,ĐH Hòa Bình
550,Trường Đại Học Hòa Bình - HN,ĐH Hòa Bình - Hà Nội
551,Đại Học Hoa Sen,ĐH Hoa Sen
552,Hoa Sen University,ĐH Hoa Sen
553,Trương đai hoc hông dum,ĐH Hồng Đức
554,ĐAI HOC HÔNG ĐUC,ĐH Hồng Đức
555,Đại Học Hồng Đức,ĐH Hồng Đức
556,Đại học Hồng Đức - Thanh hoá,ĐH Hồng Đức
557,Đại Học Hồng Đức,ĐH Hồng Đức
558,ĐAI HOC HÔNG ĐUC,ĐH Hồng Đức
559,Ðai hoc Hong Ðuc,ĐH Hồng Đức
560,ĐH Hùng Vương HCM,ĐH Hùng Vương TP.HCM
561,Trường Đại học Khoa học - Đại học Thái Nguyên,ĐH Khoa học
562,Đại Học KHTN-ĐHQG Hà Nội,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
563,University of Sicence,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
564,ĐH Khoa Học Tự Nhiên (ĐHQG),ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
565,HUS - Khoa học tự nhiên,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
566,Đại học KHTN Hà Nội,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
567,"University of Natural Sciences, HCMC, VN",ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
568,ĐH KH Tự Nhiên - TP.HCM,ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
569,Faculty of Vietnamese Studies and Language,ĐH Khoa học Xã hội và Nhân văn
570,Truog daj hoc xa hoj va nhan van,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
571,"University of Social Sciences and Humanities, Vietnam National University (USSH)",ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
572,Daj hok xa hoj nhan van,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
573,Dai hoc khoa hoc xa hoi & nhan van TPHCM,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
574,Daj hok xa hoj,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
575,"University of Social Sciences and Humanities, VNU-HCMC, Vietnam",ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
576,DH KHXH&NV,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
577,Đại Học Xã Hội,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
578,Khoa hoc xã hội và Nhân văn,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
579,dai hoc khoa hoc xh&nv tp hcm,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
580,Đại học Khoa học Xã hội và Nhân văn Thành phố Hồ Chí Minh,ĐH Khoa học Xã hội và Nhân văn – ĐH Quốc gia TP.HCM
581,Đại học Khoa học Xã hội và Nhân văn Thành phố Hồ Chí Minh,ĐH Khoa học Xã hội và Nhân văn – ĐH Quốc gia TP.HCM
582,Đai hoc KHXH và NV,ĐH Khoa học Xã hội và Nhân văn – ĐH Quốc gia TP.HCM
583,DH KHXH VA NHAN VAN,ĐH Khoa học Xã hội và Nhân văn – ĐH Quốc gia TP.HCM
584,KGU,ĐH Kiên Giang
585,Trường Đại học Kiến trúc Đà Nẵng,ĐH Kiến trúc Đà Nẵng
586,Hanoi Architecture Univercity,ĐH Kiến trúc Hà Nội
587,đại học kiến trúc HN,ĐH Kiến trúc Hà Nội
588,Dai hoc khien truc,ĐH Kiến trúc Hà Nội
589,Kiến trúc & Xây dựng,ĐH Kiến trúc Hà Nội
590,dai hoc kien truc ha noi,ĐH Kiến trúc Hà Nội
591,Cao Đẳng Kiến Trúc,ĐH Kiến trúc Hà Nội
592,University of Architect,ĐH Kiến trúc Hà Nội
593,Dai hoc kien truc thnh pho ho chi minh,ĐH Kiến Trúc TP.HCM
594,Đại hoc Kiến Trúc TPHCM,ĐH Kiến Trúc TP.HCM
595,HA NOI UNIVERCITY OF BUSSINESS AND TECHNOLOGY,ĐH Kinh doanh và Công nghệ Hà Nội
596,Hanoi University of Business & Technology,ĐH Kinh doanh và Công nghệ Hà Nội
597,Đai học Kinh doanh và công nghệ HN,ĐH Kinh doanh và Công nghệ Hà Nội
598,HUBT Kinh Doanh Cong Nghe Ha Noi,ĐH Kinh doanh và Công nghệ Hà Nội
599,HUBT university'09,ĐH Kinh doanh và Công nghệ Hà Nội
600,kinh doang va cong nghe ha noi,ĐH Kinh doanh và Công nghệ Hà Nội
601,Đại học kink doanh và công nghệ,ĐH Kinh doanh và Công nghệ Hà Nội
602,"ĐH Kinh doanh & cong nghe HaNoi, CDN công nghiệp HaNoi, ĐH Trà Vinh, TC KTKT Bắc Thăng Long.",ĐH Kinh doanh và Công nghệ Hà Nội
603,kinh te da nang,ĐH Kinh tế - ĐH Đà Nẵng
604,DaNang Univerisy of Economics,ĐH Kinh tế - ĐH Đà Nẵng
605,Trường Đại Học Kinh Tế Đà Nẵng,ĐH Kinh tế - ĐH Đà Nẵng
606,Đai học kinh tế huế,ĐH Kinh tế - ĐH Huế
607,Đại học Kinh tế - ĐHQG HN,ĐH Kinh tế - ĐH Quốc gia Hà Nội
608,dai hoc kinh te,ĐH Kinh tế - ĐH Quốc gia Hà Nội
609,DH Kinh Tế Đại Học Quốc Gia Hà Nội,ĐH Kinh tế - ĐH Quốc gia Hà Nội
610,DH long an,ĐH Kinh tế Công nghiệp Long An
611,Long An University of Economics and Industry,ĐH Kinh tế Công nghiệp Long An
612,dh ktkt,ĐH Kinh tế Kỹ Thuật Bình Dương
613,dại học kinh tế kĩ thuật công nghiệp,ĐH Kinh tế Kỹ thuật Công nghiệp
614,Truong Đại hoc công nghệ  kỹ thuật Hà nội,ĐH Kinh tế Kỹ thuật Công nghiệp
615,Đại học Kinh Tế - Kĩ thuật,ĐH Kinh tế Kỹ thuật Công nghiệp
616,dại học kinh tế kĩ thuật công nghiệp,ĐH Kinh tế Kỹ thuật Công nghiệp
617,Truong Đại hoc công nghệ  kỹ thuật Hà nội,ĐH Kinh tế Kỹ thuật Công nghiệp
618,Trường Đại Học KT-CC & XH Hà Nội,ĐH Kinh tế Kỹ thuật Công nghiệp
619,kinh te ky thuat cong nghiep 2,ĐH Kinh tế Kỹ thuật Công nghiệp
620,dai hoc ky thuat cong nghe,ĐH Kinh tế Kỹ thuật Công nghiệp
621,KTKT CÔNG NGHIỆP,ĐH Kinh tế Kỹ thuật Công nghiệp
622,Trường đại hcj kinh tế kĩ thuật công nghiêp,ĐH Kinh tế Kỹ thuật Công nghiệp
623,dai hoc ktkt cong nghiep hn,ĐH Kinh tế Kỹ thuật Công nghiệp
624,Đại học kĩ thuật công nghiệp 1 HN,ĐH Kinh tế Kỹ thuật Công nghiệp
625,DH Kinh Tế Kỹ Thuật Công Nghiệp Hà Nội,ĐH Kinh tế Kỹ thuật Công nghiệp
626,dai hoc kinh te hai,ĐH Kinh Tế Kỹ Thuật Hải Dương
627,kinh tế-luật tpHCM,ĐH Kinh tế Luật - ĐH Quốc Gia TP.HCM
628,ÐH KINH TE NGHE AN,ĐH Kinh Tế Nghệ An
629,Đại hoc kinh kế quốc quốc dân,ĐH Kinh Tế Quốc Dân
630,KTQD Hà Nội,ĐH Kinh Tế Quốc Dân
631,Đai hoc Kinh te Quoc dan,ĐH Kinh Tế Quốc Dân
632,National Economics Univercity,ĐH Kinh Tế Quốc Dân
633,Đại hoc kinh kế quốc quốc dân,ĐH Kinh Tế Quốc Dân
634,KTQD Hà Nội,ĐH Kinh Tế Quốc Dân
635,Đai hoc Kinh te Quoc dan,ĐH Kinh Tế Quốc Dân
636,National University Economics,ĐH Kinh Tế Quốc Dân
637,Khinh te quoc dan,ĐH Kinh Tế Quốc Dân
638,daj h0c kjnh te' qu0c' dan,ĐH Kinh Tế Quốc Dân
639,NEU Hà Nội,ĐH Kinh Tế Quốc Dân
640,Đại học Kinh Tế Quôc Dân,ĐH Kinh Tế Quốc Dân
641,Trường ĐH Kinh Tế TPHCM,ĐH Kinh tế TP.HCM
642,University of Economic of HCMC,ĐH Kinh tế TP.HCM
643,ueh,ĐH Kinh tế TP.HCM
644,HCM Econmic University,ĐH Kinh tế TP.HCM
645,university economic of Hochiminh,ĐH Kinh tế TP.HCM
646,university of economic in HCMC,ĐH Kinh tế TP.HCM
647,ĐH Kinh Tế Tp.HCM,ĐH Kinh tế TP.HCM
648,Trường Đại Học Kinh Tế TP Hồ Chí Minh,ĐH Kinh tế TP.HCM
649,"University of Economic Ho Chi Minh City, 2010",ĐH Kinh tế TP.HCM
650,Đại học Kinh tế và quản trị kinh doanh Thái Nguyên,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
651,Kinh Tế TN,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
652,Cu nhan kte Dhoc kte Thai nguyen,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
653,University of Economic Tueba,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
654,Trường Đại học Kinh tế Huế - HCE,ĐH Kinh tế - ĐH Huế
655,Truong Dai Hoc KTCN Thai Nguyen,ĐH KTCN Thái Nguyên- KHU B
656,Dh cong nhjep thaj nguyen,ĐH Kỹ Thuật Công Nghiệp
657,Đh ky thuat cn TN,ĐH Kỹ Thuật Công Nghiệp
658,DAI HOC KI THUAT CONG NGHIEP THAI  NGHUYEN,ĐH Kỹ Thuật Công Nghiệp
659,Đh ky thuat cn TN,ĐH Kỹ Thuật Công Nghiệp
660,DH ky thuat cong nghiep thai nguyen,ĐH Kỹ Thuật Công Nghiệp
661,k44ap thainguyen university of technology,ĐH Kỹ Thuật Công Nghiệp
662,Московский государственный технический университет им. Н. Э. Баумана,ĐH Kỹ thuật Quốc gia Moskva Bauman
663,DH kỹ thuật y dược Đà Nẵng,ĐH Kỹ thuật Y - Dược Đà Nẵng
664,HMTU - Đại học kỹ thuật y tế Hải Dương,ĐH Kỹ thuật Y tế Hải Dương
665,DH KT Y Tế Hải Dương,ĐH Kỹ thuật Y tế Hải Dương
