Unnamed: 0,index,text,normed_text,lower_text,lower_normed_text
198,10824,Amstecđam,Trường THPT chuyên Hà Nội - Amsterdam,amstecđam,trường thpt chuyên hà nội - amsterdam
199,3827,Trường THPT dao duy tu,Trường THPT Đào Duy Từ,trường thpt dao duy tu,trường thpt đào duy từ
200,13568,Truong Trường THPT Chu Van An - Ha Noi,Trường THPT Chu Văn An ,truong trường thpt chu van an - ha noi,trường thpt chu văn an 
201,638,Đại Học Khoa Học Xã Hội và Nhân Văn,Đại Học Khoa Học Xã Hội và Nhân Văn,đại học khoa học xã hội và nhân văn,đại học khoa học xã hội và nhân văn
202,9586,"University of Social Sciences and Humanities, Vietnam National University (USSH)",Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,"university of social sciences and humanities, vietnam national university (ussh)",trường đại học khoa học xã hội và nhân văn - đại học quốc gia hà nội
203,14048,Trường THPT Canh Tân,Trường THPT Canh Tân,trường thpt canh tân,trường thpt canh tân
204,9945,Trường Đại Học Y Hải Phòng,Trường Đại học Y Dược Hải Phòng,trường đại học y hải phòng,trường đại học y dược hải phòng
205,3709,trung tam gdnn gdtx huyen hai hau,TT GDNN-GDTX huyện Hải Hậu,trung tam gdnn gdtx huyen hai hau,tt gdnn-gdtx huyện hải hậu
206,6533,truong pt dtnt Trường THPT huyen muong ang,Trường THPT DTNT Trường THPT huyện Mường Ảng,truong pt dtnt trường thpt huyen muong ang,trường thpt dtnt trường thpt huyện mường ảng
207,14379,"Trường THPT Tịnh Biên, Nhà Bàng, Tịnh Biên, An Giang",Trường THPT Tịnh Biên,"trường thpt tịnh biên, nhà bàng, tịnh biên, an giang",trường thpt tịnh biên
208,11235,THPH Binh Phuc Nhut,Trường THPT Bình Phục Nhứt,thph binh phuc nhut,trường thpt bình phục nhứt
209,8144,Trường THPT DTNT tinh Cao bang,Trường THPT DTNT tỉnh Cao Bằng,trường thpt dtnt tinh cao bang,trường thpt dtnt tỉnh cao bằng
210,4611,Trường THPT duy tan,Trường THPT Duy Tân,trường thpt duy tan,trường thpt duy tân
211,3925,Trường THPT nong cong,Trường THPT Nông Cống,trường thpt nong cong,trường thpt nông cống
212,6383,trung tam day nghe va gdtx huyen tran de,TT dạy nghề và GDTX huyện Trần Đề,trung tam day nghe va gdtx huyen tran de,tt dạy nghề và gdtx huyện trần đề
213,4740,Trường THPT so 2 tuy phuoc,Trường THPT Số 2 Tuy phước,trường thpt so 2 tuy phuoc,trường thpt số 2 tuy phước
214,4018,Trường THPT quynh luu 4,Trường THPT Quỳnh Lưu 4,trường thpt quynh luu 4,trường thpt quỳnh lưu 4
215,5000,trung cap nghe van ninh,Trung cấp nghề Vạn Ninh,trung cap nghe van ninh,trung cấp nghề vạn ninh
216,6969,cao dang cong nghiep nam dinh,Cao Đẳng Công nghiệp Nam Định,cao dang cong nghiep nam dinh,cao đẳng công nghiệp nam định
217,2242,Trường THPT nhu van lan,Trường THPT Nhữ Văn Lan,trường thpt nhu van lan,trường thpt nhữ văn lan
218,14585,Truog Trường THPT Thanh hòa,Trường THPT Thanh Hòa,truog trường thpt thanh hòa,trường thpt thanh hòa
219,5610,tt gdtx ktth hn chau thanh,TTGDTX&KTTH-HN Châu Thành,tt gdtx ktth hn chau thanh,ttgdtx&ktth-hn châu thành
220,9610,phổ thông Gia Viễn B,Trường THPT Gia Viễn B,phổ thông gia viễn b,trường thpt gia viễn b
221,4465,Trường THPT luong the vinh,Trường THPT Lương Thế Vinh,trường thpt luong the vinh,trường thpt lương thế vinh
222,7805,Trung hoc pho thong phu quoc,Trường THPT Phú Quốc,trung hoc pho thong phu quoc,trường thpt phú quốc
223,3847,TT GDTX tx bim son,TT GDTX TX Bỉm Sơn,tt gdtx tx bim son,tt gdtx tx bỉm sơn
224,2649,tt gdtx h bach thong tinh bac kan,"TT GDTX H. Bạch Thông, tỉnh Bắc Kạn",tt gdtx h bach thong tinh bac kan,"tt gdtx h. bạch thông, tỉnh bắc kạn"
225,4764,truong bo tuc van hoa gia lai kon tum,Trường Bổ túc văn hóa Gia Lai Kon Tum,truong bo tuc van hoa gia lai kon tum,trường bổ túc văn hóa gia lai kon tum
226,12054,CĐ Nguyễn Tất Thành,Trường THCS-THPT Nguyễn Tất Thành,cđ nguyễn tất thành,trường thcs-thpt nguyễn tất thành
227,7252,Trung Cap Nghe Co Dien Viet Xo,Cao Đẳng Cơ điện xây dựng Việt Xô,trung cap nghe co dien viet xo,cao đẳng cơ điện xây dựng việt xô
228,2053,tt gdnn va gdtx thanh nien xung phong,TT GDNN-GDTX Thanh niên xung phong,tt gdnn va gdtx thanh nien xung phong,tt gdnn-gdtx thanh niên xung phong
229,11527,Cao Đẳng KTKT BÌNH DƯƠNG,Trường Cao Đẳng KTKT TP.HCM - Cơ Sở Bình Dương,cao đẳng ktkt bình dương,trường cao đẳng ktkt tp.hcm - cơ sở bình dương
230,4949,Trường THPT nguyen tat thanh,Trường THPT Nguyễn Tất Thành,trường thpt nguyen tat thanh,trường thpt nguyễn tất thành
231,3112,trung tam gdnn gdtx binhlieu,TT GDNN-GDTX BìnhLiêu,trung tam gdnn gdtx binhlieu,tt gdnn-gdtx bìnhliêu
232,10028,"Trường THPT Trương Vĩnh Kí, Chợ Lách, Bến Tre",Trường THPT Trương Vĩnh Ký,"trường thpt trương vĩnh kí, chợ lách, bến tre",trường thpt trương vĩnh ký
233,2677,Trường THPT ngo quyen,Trường THPT Ngô Quyền,trường thpt ngo quyen,trường thpt ngô quyền
234,12772,Trường Trường THPT Lương Thúc Kỳ,Trường THPT Lương Thúc Kỳ,trường trường thpt lương thúc kỳ,trường thpt lương thúc kỳ
235,14493,Trường THPT Hai Bà Trưng Thạch Thất Hà Nội,Trường THPT Hai Bà Trưng,trường thpt hai bà trưng thạch thất hà nội,trường thpt hai bà trưng
236,2726,cd cong nghiep thai nguyen,CĐ Công nghiệp Thái Nguyên,cd cong nghiep thai nguyen,cđ công nghiệp thái nguyên
237,3937,Trường THPT hoang hoa 4,Trường THPT Hoằng Hoá 4,trường thpt hoang hoa 4,trường thpt hoằng hoá 4
238,6667,Trường THPT le thanh tong aynpa,Trường THPT Lê Thánh Tông,trường thpt le thanh tong aynpa,trường thpt lê thánh tông
239,10736,Havard University,Đại học Harvard ,havard university,đại học harvard 
240,1105,dai hoc su pham da nag,Đaị Học Sư Phạm - Đại học Đà Nẵng,dai hoc su pham da nag,đaị học sư phạm - đại học đà nẵng
241,11977,PHPT Gia viễn A,Trường THPT Gia Viễn A,phpt gia viễn a,trường thpt gia viễn a
242,8319,Trường THPT-Hoa Tiên-Minh Hoa-Quang Binh,Trường THCS-THPT Hóa Tiến,trường thpt-hoa tiên-minh hoa-quang binh,trường thcs-thpt hóa tiến
243,2806,Trường THCS-THPT nam bung,Trường THCS-THPT Nậm Búng,trường thcs-thpt nam bung,trường thcs-thpt nậm búng
244,14104,"PTTH Nguyễn Trãi, Thanh Hóa",Trường THPT Nguyễn Trãi,"ptth nguyễn trãi, thanh hóa",trường thpt nguyễn trãi
245,2891,trung tam gdnn gdtx huyen moc chau,TT GDNN-GDTX huyện Mộc Châu,trung tam gdnn gdtx huyen moc chau,tt gdnn-gdtx huyện mộc châu
246,7374,dai hoc bach khoa,Đại học Bách khoa Hà Nội,dai hoc bach khoa,đại học bách khoa hà nội
247,2157,Trường THPT nguyen huu cau,Trường THPT Nguyễn Hữu Cầu,trường thpt nguyen huu cau,trường thpt nguyễn hữu cầu
248,11261,ha noi univerity of mineral and geology,Trường Đại học Mỏ - Địa chất. ,ha noi univerity of mineral and geology,trường đại học mỏ - địa chất. 
249,6060,gdnn gdtx quan ninh kieu,TT GDNN-GDTX quận Ninh Kiều,gdnn gdtx quan ninh kieu,tt gdnn-gdtx quận ninh kiều
250,5049,cao dang nghe du lich da lat,Cao Đẳng nghề Du lịch Đà Lạt,cao dang nghe du lich da lat,cao đẳng nghề du lịch đà lạt
251,1823,tc nghe viet tiep,TC nghề Việt Tiệp,tc nghe viet tiep,tc nghề việt tiệp
252,3339,Trường THPT tran phu,Trường THPT Trần Phú,trường thpt tran phu,trường thpt trần phú
253,10783,"Van Lang uni, HCM",Trường đại học Văn Lang,"van lang uni, hcm",trường đại học văn lang
254,8021,Cao Đẳng Kinh tế - Kỹ Thuật TW (NETC),Cao Đẳng Kinh tế Kỹ thuật Trung Ương,cao đẳng kinh tế - kỹ thuật tw (netc),cao đẳng kinh tế kỹ thuật trung ương
255,11274,Trường THPT Hoàng Diệu Điện Thọ Điện Bàn Quảng Nam,Trường THPT Hoàng Diệu,trường thpt hoàng diệu điện thọ điện bàn quảng nam,trường thpt hoàng diệu
256,7429,trung cap su pham mam non dak lak,Trường Trung Cấp Sư Phạm Mầm Non Đắk Lắk,trung cap su pham mam non dak lak,trường trung cấp sư phạm mầm non đắk lắk
257,10358,Trường THPT le quang chi,Trường THPT Lê Quảng Chí,trường thpt le quang chi,trường thpt lê quảng chí
258,13218,cd kinh te,Trường Cao Đẳng Kinh Tế TP.HCM,cd kinh te,trường cao đẳng kinh tế tp.hcm
259,7304,Ho Chi Minh City Colleges Of Cul Ture And Arts Cao Đẳng Văn Hoá Nghệ Thuật Tp Hcm CVN,Cao Đẳng Văn hoá Nghệ thuật TP.HCM,ho chi minh city colleges of cul ture and arts cao đẳng văn hoá nghệ thuật tp hcm cvn,cao đẳng văn hoá nghệ thuật tp.hcm
260,4277,Trường THPT nguyen binh khiem,Trường THPT Nguyễn Bỉnh Khiêm,trường thpt nguyen binh khiem,trường thpt nguyễn bỉnh khiêm
261,6445,TT GDTX thoi binh,TT GDTX Thới Bình,tt gdtx thoi binh,tt gdtx thới bình
262,7533,Trường Đại Học Kinh Tế Tp.Hcm,Trường Đại học Kinh tế TP.HCM,trường đại học kinh tế tp.hcm,trường đại học kinh tế tp.hcm
263,13091,TT Giáo dục thường xuyên q12,TT GDTX Quận 12,tt giáo dục thường xuyên q12,tt gdtx quận 12
264,7631,Trường THPT Phan Đình Phùng - Hà  Nội,Trường THPT Phan Đình Phùng,trường thpt phan đình phùng - hà  nội,trường thpt phan đình phùng
265,4212,Trường THPT chuyen vo nguyen giap,Trường THPT Chuyên Võ Nguyên Giáp,trường thpt chuyen vo nguyen giap,trường thpt chuyên võ nguyên giáp
266,5114,da tehTrường THPT,Đạ TẻhTrường THPT,da tehtrường thpt,đạ tẻhtrường thpt
267,11427,DH Tây Đô,Trường Đại Học Tây Đô,dh tây đô,trường đại học tây đô
268,6917,Trung hoc pho thong tho xuan 4,Trường THPT Thọ Xuân 4,trung hoc pho thong tho xuan 4,trường thpt thọ xuân 4
269,7693,Trường THPT lê hữu trác daklak,Trường THPT Lê Hữu Trác,trường thpt lê hữu trác daklak,trường thpt lê hữu trác
270,12737,Trường THPT Phú Riềng,Trường THPT Phú Riềng,trường thpt phú riềng,trường thpt phú riềng
271,12997,Sư phạm Trung Ương TP.HCM,Trường Cao Đẳng Sư phạm Trung ương TP.HCM,sư phạm trung ương tp.hcm,trường cao đẳng sư phạm trung ương tp.hcm
272,6661,BC TRẦN PHÚ,Trường THPT Bán Công Trần Phú,bc trần phú,trường thpt bán công trần phú
273,13440,TDTT TP CAN THO,Trường TRUNG CẤP THỂ DỤC THỂ THAO TP.CẦN THƠ,tdtt tp can tho,trường trung cấp thể dục thể thao tp.cần thơ
274,4373,tc nghe hue,TC Nghề Huế,tc nghe hue,tc nghề huế
275,2024,Trường THCS va Trường THPT au lac,Trường THCS-THPT Âu Lạc,trường thcs va trường thpt au lac,trường thcs-thpt âu lạc
276,287,UFA,Đại học Tài Chính Kế Toán,ufa,đại học tài chính kế toán
277,11853,"Trường THPT Liễn Sơn - Lập Thạch - Vĩnh Phúc Yen, Vĩnh Phúc, Vietnam",Trường THPT Liễn Sơn,"trường thpt liễn sơn - lập thạch - vĩnh phúc yen, vĩnh phúc, vietnam",trường thpt liễn sơn
278,7579,FTU k22,Trường Đại học Ngoại thương,ftu k22,trường đại học ngoại thương
279,13396,THCS̉ Bảo Ninh,Trường THPT Thực Nghiệm,thcs̉ bảo ninh,trường thpt thực nghiệm
280,4149,trung tam dn hn va gdtx duc tho,TT DN-HN và GDTX Đức Thọ,trung tam dn hn va gdtx duc tho,tt dn-hn và gdtx đức thọ
281,8810,"Trường THPT Trần Phú, Hải Châu, Đà Nẵng",Trường THPT Trần Phú,"trường thpt trần phú, hải châu, đà nẵng",trường thpt trần phú
282,1038,truong dac nhiem cong an nhan dan,ĐẠI HỌC CẢNH SÁT NHÂN DÂN,truong dac nhiem cong an nhan dan,đại học cảnh sát nhân dân
283,12600,Hanoi University Thanh Xuan,Trường Đại học Hà Nội,hanoi university thanh xuan,trường đại học hà nội
284,10038,Trường CĐCN Sao Đỏ,Trường Cao Đẳng Công Nghiệp Sao Đỏ,trường cđcn sao đỏ,trường cao đẳng công nghiệp sao đỏ
285,2773,TT GDTX tinh,TT GDTX tỉnh,tt gdtx tinh,tt gdtx tỉnh
286,1909,tc nghe tt kinh te ky thuat sai gon 3,TC nghề TT Kinh tế kỹ thuật Sài Gòn 3,tc nghe tt kinh te ky thuat sai gon 3,tc nghề tt kinh tế kỹ thuật sài gòn 3
287,9591,Hanoi Specilaized School in Foreign Languages,"Trường THPT Chuyên Ngoại ngữ, Đại học Quốc gia Hà Nội",hanoi specilaized school in foreign languages,"trường thpt chuyên ngoại ngữ, đại học quốc gia hà nội"
288,3625,tt ktth hn nam dinh,TT KTTH-HN Nam Định,tt ktth hn nam dinh,tt ktth-hn nam định
289,11763,truong dai hoc xay dung ha noi,Trường Đại Học Xây Dựng,truong dai hoc xay dung ha noi,trường đại học xây dựng
290,4362,phong gdcn so gd dt tt hue,Phòng GDCN Sở GD-ĐT TT-Huế,phong gdcn so gd dt tt hue,phòng gdcn sở gd-đt tt-huế
291,4427,ttgdnn gdtx a luoi,TT GDNN-GDTX A Lưới,ttgdnn gdtx a luoi,tt gdnn-gdtx a lưới
292,4279,Trường THPT le loi,Trường THPT Lê Lợi,trường thpt le loi,trường thpt lê lợi
293,13910,Trường THCS Nguyễn Đình Chiểu,Trường THPT CS Nguyễn Đình Chiểu,trường thcs nguyễn đình chiểu,trường thpt cs nguyễn đình chiểu
294,8566,Trường THPTTH Đoàn Thượng,Trường THPT Đoàn Thượng,trường thptth đoàn thượng,trường thpt đoàn thượng
295,13351,phothongquangtrung,Trường THPT Quang Trung Đống Đa,phothongquangtrung,trường thpt quang trung đống đa
296,5296,tt gdtx dn hn ninh phuoc,TT GDTX-DN-HN Ninh Phước,tt gdtx dn hn ninh phuoc,tt gdtx-dn-hn ninh phước
297,2638,Trường THPT dan lap hung vuong,Trường THPT Dân lập Hùng Vương,trường thpt dan lap hung vuong,trường thpt dân lập hùng vương
298,2275,Trường THPT ton that tung,Trường THPT Tôn Thất Tùng,trường thpt ton that tung,trường thpt tôn thất tùng
299,10679,Dai Hoc NLtphcm,Trường Đại học Nông Lâm TP.HCM,dai hoc nltphcm,trường đại học nông lâm tp.hcm
300,14250,Trường Trường THPT Tam Nông,Trường THPT Tam Nông,trường trường thpt tam nông,trường thpt tam nông
301,11647,Trung Học Phổ Thông Gang Thép-Thái Nguyên,Trường THPT Gang Thép,trung học phổ thông gang thép-thái nguyên,trường thpt gang thép
302,4225,Trường THPT phan boi chau,Trường THPT Phan Bội Châu,trường thpt phan boi chau,trường thpt phan bội châu
303,9921,Truong PTTH chuyen Ban Hon Gai,Trường THPTTH Chuyên Ban Hồng Gai,truong ptth chuyen ban hon gai,trường thptth chuyên ban hồng gai
304,11807,Đại Học Sư Phạm Hà Nội,Trường Đại học Sư phạm Hà Nội,đại học sư phạm hà nội,trường đại học sư phạm hà nội
305,6173,Trường THPT ban cong loc thuan,Trường THPT Bán công Lộc Thuận,trường thpt ban cong loc thuan,trường thpt bán công lộc thuận
306,5998,trung tam gdtx tan hiep,TT GDTX Tân Hiệp,trung tam gdtx tan hiep,tt gdtx tân hiệp
307,13687,PTDT NT Bình Thuận,Trường THPT Dân Tộc Nội Trú Tỉnh Bình Thuận,ptdt nt bình thuận,trường thpt dân tộc nội trú tỉnh bình thuận
308,13443,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc...,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,trường đại học khoa học xã hội và nhân văn - đại học quốc...,trường đại học khoa học xã hội và nhân văn - đại học quốc gia hà nội
309,736,Đại Học Bình Dương,Đại Học Bình Dương,đại học bình dương,đại học bình dương
310,11209,Trường Trường THPT Nguyễn Văn Hai,Trường THPT Nguyễn Văn Hai,trường trường thpt nguyễn văn hai,trường thpt nguyễn văn hai
311,12528,"Trường THPT Lê Hồng Phong, Tỉnh Phú Yên",Trường THPT Lê Hồng Phong,"trường thpt lê hồng phong, tỉnh phú yên",trường thpt lê hồng phong
312,12401,ĐHNL TPHCM,Trường Đại học Nông Lâm TP.HCM,đhnl tphcm,trường đại học nông lâm tp.hcm
313,7843,truong Trường THPT TX phuoc long,Trường THPT Thị Xã Phước Long,truong trường thpt tx phuoc long,trường thpt thị xã phước long
314,3140,Trường THPT dong thanh,Trường THPT Đông Thành,trường thpt dong thanh,trường thpt đông thành
315,3068,tt gdnn gdtx tam dao,TT GDNN-GDTX Tam Đảo,tt gdnn gdtx tam dao,tt gdnn-gdtx tam đảo
