text,normed_text,normed_text_2
Truong THPT Dong hy - H Dong Hy - Thai Nguyen,Trường THPT Đồng Hỷ số 1,THPT Đồng Hỷ số 1
Truong Dai Hoc Su Pham Thai Nguyen,Trường Đại học Sư phạm Thái Nguyên,Đại học Sư phạm Thái Nguyên
Trường TH - THCS - THPT Văn Lang,Trường TH-THCS-THPT Văn Lang,TH-THCS-THPT Văn Lang
Đại Học Dược Hà Nội,Trường Đại học Dược Hà Nội,Đại học Dược Hà Nội
Đại học du lịch Nha trang,Trường Đại học Nha Trang,Đại học Nha Trang
"Trường THPT Bắc Sơn, Lạng Sơn",Trường THPT Bắc Sơn,THPT Bắc Sơn
Trường THPT Phan Bội Châu - Phú Yên,Trường THPT Phan Bội Châu,THPT Phan Bội Châu
Trường THPT Vũ Văn Hiếu,Trường THPT Vũ Văn Hiếu,THPT Vũ Văn Hiếu
"Trường THPT Phước Long, Quận 9 Tp. HCM",Trường THPT Phước Long,THPT Phước Long
Trung hoc pho thong Nga Son,Trường THPT Ba Đình,THPT Ba Đình
Đại học Kinh Tế- Kĩ thuật Bình Dươ,Trường Đại học Kinh tế - Kỹ Thuật Bình Dương,Đại học Kinh tế - Kỹ Thuật Bình Dương
Trung hoc pho thong Bac Binh,Trường THPT Bắc Bình,THPT Bắc Bình
THPT Võ Thị Sáu,Trường THPT Võ Thị Sáu,THPT Võ Thị Sáu
Đại Học Lao Động Xã Hội,Trường Đại học Lao động - Xã hội,Đại học Lao động - Xã hội
Trường THCS Tiền An,Trường THCS Tiền An,THCS Tiền An
truong thpt nguyen trai da nang,Trường THPT Nguyễn Trãi,THPT Nguyễn Trãi
ĐH Ngoại Thương,Trường Đại học Ngoại thương,Đại học Ngoại thương
Đại học Mỏ Địa Chất Hà Nội,Trường Đại học Mỏ - Địa chất.,Đại học Mỏ - Địa chất.
Đai hoc Giao Thông Vận Tải,Trường Đại học Giao thông Vận tải,Đại học Giao thông Vận tải
THPT Võ Thị Sáu_TPHCM,Trường THPT Võ Thị Sáu,THPT Võ Thị Sáu
DH Bach Khoa Ha Noi,Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
THCS Cảnh Hưng,Trường Thcs Cảnh Hưng,Thcs Cảnh Hưng
THPT Tiên Du số 1,Trường THPT Tiên Du 1,THPT Tiên Du 1
Florida International University,Đại học Quốc tế Florida,Đại học Quốc tế Florida
THPT Nguyễn Du Thái Bình,Trường THPT Nguyễn Du,THPT Nguyễn Du
THCS Ninh Xá,Trường THCS Ninh Xá,THCS Ninh Xá
Trường THCS Ninh Xá,Trường THCS Ninh Xá,THCS Ninh Xá
CĐ Thương Mại và Du Lịch Hà Nội,Trường Cao đẳng Thương mại và Du lịch Hà Nội,Cao đẳng Thương mại và Du lịch Hà Nội
Cao Đẳng Cộng Đồng Hà Nội,Trường Cao đẳng Cộng đồng Hà Nội,Cao đẳng Cộng đồng Hà Nội
DHXD,Trường Đại Học Xây Dựng,Đại Học Xây Dựng
"THPT Hà Đông, Thanh Hà, Hải Dương",THPT Hà Đông,THPT Hà Đông
CD Duoc TW Hai Duong,Cao Đẳng Dược Trung Ương Hải Dương,Cao Đẳng Dược Trung Ương Hải Dương
Trường THPT Dân lập Lê Thánh Tông,Trường THPT Lê Thánh Tông,THPT Lê Thánh Tông
Trường THPT Việt Bắc,Trường THPT Việt Bắc,THPT Việt Bắc
THPT Nam Đông Quan,Trường THPT Nam Đông Quan,THPT Nam Đông Quan
Khoa Luật Kinh Tế - Đại Học Đông Đô,khoa luật kinh tế trường đại học đông đô,khoa luật kinh tế trường đại học đông đô
PT chuyen Nguyen Hue,Trường THPT Chuyên Nguyễn Huệ,THPT Chuyên Nguyễn Huệ
Đại Học Phan Thiết,Trường Đại học Phan Thiết,Đại học Phan Thiết
INNO language school,Trung Tâm Anh Ngữ INNO Phan Thiết,Anh Ngữ INNO Phan Thiết
DH hai phong,Trường Đại học Hải Phòng,Đại học Hải Phòng
DH Hang Hai,Trường Đại học Hàng hải Việt Nam,Đại học Hàng hải Việt Nam
PTDL Nguyễn Siêu,"Trường Tiểu học, THCS & THPT Nguyễn Siêu","Tiểu học, THCS & THPT Nguyễn Siêu"
trương công định,Trương Định,ơng Định
Đh Giao Thông Vận Tải Hà Nội,Trường Đại học Giao thông Vận tải,Đại học Giao thông Vận tải
Trường THPT Ngô Quyền - BONAL,Trường THPT Ngô Quyền,THPT Ngô Quyền
THPT Bất Bạt,Trường THPT Bất Bạt,THPT Bất Bạt
Trường Thpt Trường Chinh,Trường THPT Trường Chinh,THPT Trường Chinh
THPT Đồng Quan,Trường THPT Đồng Quan,THPT Đồng Quan
THPT Dương Quảng Hàm,Trường THPT Dương Quảng Hàm,THPT Dương Quảng Hàm
truong thpt nguyen duc canh,Trường Trung học phổ thông Nguyễn Đức Cảnh,Trung học phổ thông Nguyễn Đức Cảnh
"THPT Lê Quý Đôn, Hà Đông, Hà Nội",Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
Trường ĐH Kinh tế TP. Hồ Chí Minh - UEH,Trường Đại học Kinh tế TP. HCM,Đại học Kinh tế TP. HCM
Trường THCS Đồng Khởi,Trường THCS Đồng Khởi,THCS Đồng Khởi
Trường THCS Đồng Khởi Q1,Trường THCS Đồng Khởi,THCS Đồng Khởi
Trường Cao Đẳng nghề Vinashin,Trường Cao Đẳng Nghề Vinashin,Cao Đẳng Nghề Vinashin
Trường THPT Yên Phong Số 1 - Bắc Ninh,Trường THPT Yên Phong số 1,THPT Yên Phong số 1
THPT Bình Tân,Trường THPT Bình Tân,THPT Bình Tân
THCS Lê Văn Tám,Trường THCS Lê Văn Tám,THCS Lê Văn Tám
Trường THPT Hùng Vương Vũ Thư - Thái Bình,Trường Thpt Hùng Vương,Thpt Hùng Vương
Truong trung cap nong nghiep ha noi,Trường Trung Học Nông Nghiệp,Trung Học Nông Nghiệp
THPT Nguyen Dinh Chieu- My Tho,Trường THPT Nguyễn Đình Chiểu,THPT Nguyễn Đình Chiểu
THPT Rạch Gầm Xoài Mút,Sân Thể Dục Trường THPT Rạch Gầm Xoài Mút,Sân Thể Dục Trường THPT Rạch Gầm Xoài Mút
"Trường THCS Đông Hoàng, Tiền Hải , Thái Bình",Trường THCS Đông Hoàng,THCS Đông Hoàng
ĐH Thủy Lợi,Trường Đại Học Thủy Lợi,Đại Học Thủy Lợi
trung hoc co so thang long,Trường THCS Thăng Long,THCS Thăng Long
trung hoc pho thong le quy don,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
Trường Đại Học TDTT -Từ Sơn-Bắc Ninh,Trường Đại học Thể dục Thể thao Bắc Ninh,Đại học Thể dục Thể thao Bắc Ninh
Ho Chi Minh City,Hồ Chí Minh,Hồ Chí Minh
truong trung cap ky thuat va cong nghe cuu long,Trường Trung Cấp Kỹ Thuật Và Công Nghệ Cửu Long,Trung Cấp Kỹ Thuật Và Công Nghệ Cửu Long
THPT Yên Thế - Bắc Giang,Trường THPT Yên Thế,THPT Yên Thế
Trường THCS thị trấn Yên Bình,Trường THCS Thị Trấn Yên Bình,THCS Thị Trấn Yên Bình
Trường THPT Quang Bình - Hà Giang,Trường THPT Quang Bình,THPT Quang Bình
ĐH Hùng Vương Phú Thọ,Trường Đại học Hùng Vương,Đại học Hùng Vương
Học Sinh Trường THPT Hòa Bình _ An Nhơn Bình Định,Trường THPT Hoà Bình,THPT Hoà Bình
Trường THCS Cao Nhân,Trường THCS CAO NHÂN,THCS CAO NHÂN
THPT AnLao,Trường THPT An Lão,THPT An Lão
THPT Tien Hung,Trường THPT Tiên Hưng,THPT Tiên Hưng
THPT Thuận Thành II,Trường THPT Thuận Thành 2,THPT Thuận Thành 2
Trường Đại học Kiểm Sát Hà Nội,Trường Đại Học Kiểm Sát Hà Nội,Đại Học Kiểm Sát Hà Nội
Cựu HSSV Trường THPT Yên Thủy A,Trường THPT Yên Thuỷ A,THPT Yên Thuỷ A
THCS Kỳ Bá,Trường THCS Kỳ Bá,THCS Kỳ Bá
THPT Ham Thuan Bac,Trường THPT Hàm Thuận Bắc,THPT Hàm Thuận Bắc
THPT  Hòn Gai - Quảng Ninh,Trường THPT Hòn Gai,THPT Hòn Gai
Thông tin Đại học Cao đẳng,Trường cao đẳng,cao đẳng
THPT Vũ Văn Hiếu,Trường THPT Vũ Văn Hiếu,THPT Vũ Văn Hiếu
THPT Hòn Gai - TP Hạ Long - QN,Trường THPT Hòn Gai,THPT Hòn Gai
Truong THCS An Dong,Trường THCS An Đồng,THCS An Đồng
DH Hang Hai Viet Nam.,Trường Đại học Hàng hải Việt Nam,Đại học Hàng hải Việt Nam
dhhh viet nam,Trường Đại học Hàng hải Việt Nam,Đại học Hàng hải Việt Nam
THPT An Lão - Hải phòng,Trường THPT An Lão,THPT An Lão
THCS Nguyễn Văn Thuộc,Trường THCS Nguyễn Văn Thuộc,THCS Nguyễn Văn Thuộc
THCS Bạch Đằng,Trường THCS Bạch Đằng,THCS Bạch Đằng
Cao Đẳng Du Lịch Hải Phòng,Trường cao đẳng Du lịch Hải Phòng,cao đẳng Du lịch Hải Phòng
Trường Đại học Y Dược Thái Bình,Đại Học Y Dược Thái Bình,Đại Học Y Dược Thái Bình
PTTH Le Qui Don,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
THPT  Tiên Lãng - Hải Phòng,Trường THPT Tiên Lãng,THPT Tiên Lãng
Trường THCS Lê Tấn Bê,Trường THCS Lê Tấn Bê,THCS Lê Tấn Bê
Đại học Xây dựng GD,Trường Đại Học Xây Dựng,Đại Học Xây Dựng
Trung học phổ thông Thái Phiên,Trường THPT Thái Phiên,THPT Thái Phiên
Cao đẳng Hàng Hải,Trường Cao Đẳng Hàng Hải I,Cao Đẳng Hàng Hải I
Đại học Y Dược Thành phố Hồ Chí Minh,Đại học Y Dược Thành phố Hồ Chí Minh,Đại học Y Dược Thành phố Hồ Chí Minh
THPT Hòa Bình-Chi Lăng-Lạng Sơn,Trường THPT Hòa Bình,THPT Hòa Bình
"Trường THCS Đan Hội, Lục Nam,Bắc Giang",TRƯỜNG THCS ĐAN HỘI,THCS ĐAN HỘI
Trường Cao Đẳng Dược Trung Ương Hải Dương,Cao Đẳng Dược Trung Ương Hải Dương,Cao Đẳng Dược Trung Ương Hải Dương
"Khoa Tài chính- Ngân hàng, viện Đại Học Mở Hà Nội",Trường Đại học Mở Hà Nội,Đại học Mở Hà Nội
Đoàn Thượng - Trường Trung Học Đoàn Thượng,Trường THPT Đoàn Thượng,THPT Đoàn Thượng
THPT Nguyễn Bỉnh Khiêm - Hải Dương,Trường THPT Nguyễn Văn Cừ Cs3,THPT Nguyễn Văn Cừ Cs3
utehy,Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên cơ sở Hải Dương,Đại học Sư Phạm Kỹ Thuật Hưng Yên cơ sở Hải Dương
THPT Tứ Kỳ,Trường THPT Tứ Kỳ,THPT Tứ Kỳ
Trường THPT Lê Chân,Trường THPT Lê Chân,THPT Lê Chân
THPT Thanh Miện,Trường THPT Thanh Miện,THPT Thanh Miện
THPT TƯƠNG DƯƠNG 2,Trường Thpt Tương Dương 2,Thpt Tương Dương 2
Hai Phong Marie Curie High School,Trường PTTH tư thục Marie Curie,PTTH tư thục Marie Curie
Trường Thpt Tống Văn Trân,Trường THPT Tống Văn Trân,THPT Tống Văn Trân
"Trường THPT Mai Sơn, Sơn La.",Trường THPT Mai Sơn,THPT Mai Sơn
THPT Hàng Hải,Trường THPT Hàng Hải,THPT Hàng Hải
Trường THPT Đoàn Thượng,Trường THPT Đoàn Thượng,THPT Đoàn Thượng
Viện Thánh kinh Thần học,Viện Thánh Kinh Thần Học,Viện Thánh Kinh Thần Học
thcs le tu thanh,Trường THCS Lê Tư Thành,THCS Lê Tư Thành
Tài Chính Kế Toán Bình Dương,Trường Trung Cấp Tài Chính Kế Toán Bình Dương,Trung Cấp Tài Chính Kế Toán Bình Dương
THPT Quang Thành,Trường THPT Quang Thành,THPT Quang Thành
THCS Tu Lac,Trường Thcs Tử Lạc,Thcs Tử Lạc
Trung Học Phổ Thông Đông Tiền Hải,Trường THPT Đông Tiền Hải,THPT Đông Tiền Hải
THPT Chợ Đồn,Trường THPT Chợ Đồn,THPT Chợ Đồn
THPT NDQ,Trường THPT Nam Đông Quan,THPT Nam Đông Quan
Truong THCS Hop Tien,Trường THCS Hợp Tiến,THCS Hợp Tiến
THPT Bắc Đông Quan- Đông Hưng- Thái Bình,Trường THPT Bắc Đông Quan,THPT Bắc Đông Quan
THPT Nam Đông Quan Thái Bình,Trường THPT Nam Đông Quan,THPT Nam Đông Quan
THPT Phú Bình - Thái Nguyên,Trường THPT Phú Bình,THPT Phú Bình
Truong THPT Nguyen Dang Dao,Trường THPT Nguyễn Đăng Đạo,THPT Nguyễn Đăng Đạo
Trường THPT Tam Đảo,Trường Thpt Tam Đảo,Thpt Tam Đảo
Trường Đại Học Y Dược TPHCM - Khoa Dược,Khoa Dược - Đại học Y Dược TP.HCM,Khoa Dược - Đại học Y Dược TP.HCM
Trường thpt Bắc Đông Quan,Trường THPT Bắc Đông Quan,THPT Bắc Đông Quan
THPT Thành Đông,Trường THPT Thành Đông,THPT Thành Đông
Truong THPT Duong An,Trường THPT Đường An,THPT Đường An
THCS An Lễ,Trường THCS An Lễ,THCS An Lễ
THCS Tô Hiệu,Trường THCS Tô Hiệu,THCS Tô Hiệu
Trường THCS Tô Hiệu,Trường THCS Tô Hiệu,THCS Tô Hiệu
Trường THPT Yên Phong 2,Trường THPT Yên Phong 2,THPT Yên Phong 2
THPT Chuyên Bắc Ninh,Trường THPT Chuyên Bắc Ninh,THPT Chuyên Bắc Ninh
thcs bái tử long,Trường Thcs Bái Tử Long,Thcs Bái Tử Long
Trường THPT Lương Tài 2 - Bắc Ninh,Trường THPT Lương Tài số 2,THPT Lương Tài số 2
THPT Đống Đa,Trường THPT Đống Đa,THPT Đống Đa
THTP An Hải,Trường Tư Thục THPT An Hải,Tư Thục THPT An Hải
THPT A Phủ Lý,Trường THPT A Phủ Lý,THPT A Phủ Lý
THPT Phạm Ngũ Lão-Thuỷ Nguyên-Hải Phòng,Trường THPT Phạm Ngũ Lão,THPT Phạm Ngũ Lão
Trường Cao Đẳng Nghề Số 8 - Bộ Quốc Phòng,Trường Cao Đẳng Nghề Số 8 Bộ Quốc Phòng,Cao Đẳng Nghề Số 8 Bộ Quốc Phòng
Trường THCS Thanh Liệt,Trường THCS Thanh Liệt,THCS Thanh Liệt
Trường THCS Thanh Liệt,Trường THCS Thanh Liệt,THCS Thanh Liệt
CĐ nghề Bách Nghệ Hải Phòng,Trường Cao đẳng Bách nghệ Hải Phòng,Cao đẳng Bách nghệ Hải Phòng
THPT Hàn Thuyên-Hàn Thuyên High School,Trường THPT Hàn Thuyên,THPT Hàn Thuyên
Trường THCS Tân Phước,Trường THCS Tân Phước,THCS Tân Phước
TRUONG DAI HOC CONG NGHIEP QUANG NINH,Trường Đại học Công nghiệp Quảng Ninh,Đại học Công nghiệp Quảng Ninh
THPT YênPhong 1,Trường THPT Yên Phong số 1,THPT Yên Phong số 1
THCS Lê Quý Đôn Tuyên Quang,Trường THCS Lê Qúy Đôn,THCS Lê Qúy Đôn
THPT Chuyên Tuyên Quang,Trường THPT Chuyên Tuyên Quang,THPT Chuyên Tuyên Quang
THPT Le Quy Don thai binh,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
Học viện Bóng đá NutiFood JMG,Học viện bóng đá NutiFood-JMG,Học viện bóng đá NutiFood-JMG
THCS Đoàn Kết,Trường THCS Đoàn Kết,THCS Đoàn Kết
THPT Dân Lập 25/10 Hải Phòng,Trường THPT Dân Lập 25 - 10,THPT Dân Lập 25 - 10
THPT DAN LAP 25 - 10 THUY NGUYEN HP,Trường THPT Dân Lập 25 - 10,THPT Dân Lập 25 - 10
THPT le lợi plây cu gia lai,Trường THPT Lê Lợi,THPT Lê Lợi
Trường Trung học phổ thông Phả Lại,Trường THPT Phả Lại,THPT Phả Lại
Trường Cao đẳng nghề Thủy sản miền Bắc,Trường Cao Đẳng Nghề Thủy Sản Miền Bắc,Cao Đẳng Nghề Thủy Sản Miền Bắc
Trường THPT Kiên Lương,Trường THPT Kiên Lương,THPT Kiên Lương
Hoc Vien Am Nhac TP HCM,Nhạc Viện Thành Phố Hồ Chí Minh,hạc Viện Thành Phố Hồ Chí Minh
thcs hop duc,Trường THCS Đức Hợp,THCS Đức Hợp
Truong cao dang kinh te ki thuat Phu Lam,Trường Cao đẳng Kinh tế - Kỹ thuật Thương mại,Cao đẳng Kinh tế - Kỹ thuật Thương mại
Dai Hoc su Pham Ky Thuat TPHCM,Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh,Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh
Trường Trung Học Phổ Thông Nam Tiền Hải - Thái Bình,Trường THPT Nam Tiền Hải,THPT Nam Tiền Hải
Trung Cấp Y Dược Tuệ Tĩnh Hà Nội,Trường Trung cấp Y Dược Tuệ Tĩnh Hà Nội,Trung cấp Y Dược Tuệ Tĩnh Hà Nội
Trường Trung Học Phổ Thông Gò công,Trường THPT Gò Công,THPT Gò Công
Cao Đẳng Nghề Hàng Hải,Trường Cao đẳng Hàng hải II,Cao đẳng Hàng hải II
Đại Học Xây Dựng Hà Nội,Trường Đại Học Xây Dựng,Đại Học Xây Dựng
Trường THPT số 1 Mường khương,Trường THPT Số 1 Mường Khương,THPT Số 1 Mường Khương
Trường THPT Lê Văn Thịnh,Trường THPT Lê Văn Thịnh,THPT Lê Văn Thịnh
thpt vinh bao,Trường THPT Vĩnh Bảo,THPT Vĩnh Bảo
thpt tran tat van,Trường THPT Trần Tất Văn,THPT Trần Tất Văn
TTGDTX Đông Mỹ,TTGDTX Đông Mỹ,DTX Đông Mỹ
Trường THCS Phong Huy Lĩnh,Trường THCS Phong Huy Lĩnh,THCS Phong Huy Lĩnh
truong trung hoc co so phu xuan,Trường THCS Phú Xuân,THCS Phú Xuân
Trường THPT Kiến An - Hải Phòng,Trường Trung học phổ thông Kiến An,Trung học phổ thông Kiến An
thanh ha,Thanh Hà,hanh Hà
"Hanoi Open University, Vietnam",Trường Đại học Mở Hà Nội,Đại học Mở Hà Nội
Trung học phổ thông Yên Phong số 1,Trường THPT Yên Phong số 1,THPT Yên Phong số 1
thpt an lao,Trường THPT An Lão,THPT An Lão
THCS Thi Tran Cai Rong,Trường THCS thị trấn Cái Rồng,THCS thị trấn Cái Rồng
Trường THPT Bắc Duyên Hà,Trường THPT Bắc Duyên Hà,THPT Bắc Duyên Hà
"THPT Nguyễn Đăng Đạo, Bắc Ninh",Trường THPT Nguyễn Đăng Đạo,THPT Nguyễn Đăng Đạo
trung hoc co so thi tran hung ha,Trường THCS Thị Trấn Hưng Hà,THCS Thị Trấn Hưng Hà
Trường THCS Nam Bình,Trường THCS Nam Bình,THCS Nam Bình
THCS Lê Danh Phương- Hưng Hà- Thái Bình,Trường Thcs Lê Danh Phương,Thcs Lê Danh Phương
Trường Cao đẳng Cộng Đồng Hà Nội,Trường Cao đẳng Cộng đồng Hà Nội,Cao đẳng Cộng đồng Hà Nội
thcs nguyễn lương bằng,Trường THCS Nguyễn Lương Bằng,THCS Nguyễn Lương Bằng
Trường Trung Học Cơ Sở Liên Mạc B,Trường THCS Liên mạc B,THCS Liên mạc B
Trường THCS Lê Văn Tám,Trường THCS Lê Văn Tám,THCS Lê Văn Tám
TRƯỜNG THPT PHÚ HƯNG,Trường THPT Phú Hưng,THPT Phú Hưng
Trường THCS An Đồng,Trường THCS An Đồng,THCS An Đồng
trung cap nghe bac giang,Trường Trung Cấp Nghề Số 1 Bắc Giang,Trung Cấp Nghề Số 1 Bắc Giang
Trường Trung Cấp Y Tế Bắc Giang,Trường Trung Cấp Y Tế Bắc Giang,Trung Cấp Y Tế Bắc Giang
THPT VIỆT NAM BA LAN,Trường THPT Việt Nam Ba Lan,THPT Việt Nam Ba Lan
"Trường THPT Thanh Hà, Hải Dương",Trường THPT Thanh Hà,THPT Thanh Hà
TPTTH Tien lang hai phong,Trường THPT Tiên Lãng,THPT Tiên Lãng
Trường THPT Bắc Sơn,Trường THPT Bắc Sơn,THPT Bắc Sơn
"THPT HOANG HOA THAM, PLEIKU, GIALAI",Trường THPT Hoàng Hoa Thám,THPT Hoàng Hoa Thám
Bệnh viện Quân y 5,Viện Quân Y 5,Viện Quân Y 5
Trường THCS Mỹ Quý,Trường THCS Mỹ Quý,THCS Mỹ Quý
Trường Trung Học Phổ Thông Thái Phúc-Thái Thụy-Thái Bình,Trường THPT Thái Phúc,THPT Thái Phúc
thpt gia binh so 2 ( LE VAN THINH),Trường THPT Lê Văn Thịnh,THPT Lê Văn Thịnh
Trường THCS Hoàng Diệu - TP Thái Bình,Trường Thcs Hoàng Diệu,Thcs Hoàng Diệu
THCS Lê Hồng Phong - Hải Dương,Trường Trung Học Cơ Sở Lê Hồng Phong,Trung Học Cơ Sở Lê Hồng Phong
Trường THPT Lê Quý Đôn-TP.Thái Bình,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
THCS Đông Hòa,Trường THCS Đông Hòa,THCS Đông Hòa
THPT Nội Trú Đồ Sơn,Trường THPT Nội Trú Đồ Sơn,THPT Nội Trú Đồ Sơn
PTTH Ke Sat,Trường THPT Kẻ Sặt,THPT Kẻ Sặt
Đại học GTVT TpHCM,Trường Đại học Giao thông vận tải TP.Hồ Chí Minh,Đại học Giao thông vận tải TP.Hồ Chí Minh
Trường THPT Bắc Yên Thành- Yên Thành- Nghệ An,Trường THPT Bắc Yên Thành,THPT Bắc Yên Thành
THPT Lê Quý Đôn - Cát Bi -Hải Phòng,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
THCS Văn Yên Văn Quán Hà Đông,Trường THCS Văn Yên Hà Đông,THCS Văn Yên Hà Đông
DH Bach Khoa Ha Noi,Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
Trường Đại Học Y Dược Thái Bình,Đại Học Y Dược Thái Bình,Đại Học Y Dược Thái Bình
THPT chuyên Nguyễn Trãi - Nguyen Trai High School in Hai Duong city,Trường Trung học phổ thông chuyên Nguyễn Trãi,Trung học phổ thông chuyên Nguyễn Trãi
THCS Lê Qúy Đôn - Le Quy Don Middle School in Hai Duong city,Trường THCS Lê Quý Đôn,THCS Lê Quý Đôn
Trung Tâm Bồi Dưỡng Năng Khiếu Âm Nhạc Style Of Music,Trung Tâm Bồi Dưỡng Năng Khiếu Âm Nhạc,Bồi Dưỡng Năng Khiếu Âm Nhạc
